행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),,,,,,,,,,,
1101054,종로구,삼청동,01,35,99 ,46 ,3 ,3 ,9 ,9 ,6 ,11 ,6 ,3 ,0 ,6 ,,,,,,,,,,,
1101054,종로구,삼청동,01,40,102 ,33 ,5 ,4 ,2 ,4 ,3 ,2 ,3 ,4 ,0 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,01,45,110 ,34 ,5 ,1 ,4 ,1 ,0 ,3 ,3 ,1 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,50,110 ,33 ,10 ,8 ,4 ,8 ,15 ,1 ,10 ,5 ,4 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,01,55,113 ,29 ,1 ,2 ,4 ,1 ,0 ,1 ,1 ,2 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,60,84 ,24 ,1 ,2 ,2 ,1 ,0 ,1 ,1 ,4 ,2 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,01,65,77 ,18 ,2 ,1 ,1 ,2 ,3 ,0 ,2 ,0 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,70,72 ,18 ,4 ,3 ,0 ,4 ,5 ,0 ,2 ,1 ,0 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,01,75,75 ,24 ,0 ,3 ,1 ,0 ,8 ,0 ,1 ,0 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,20,60 ,32 ,0 ,2 ,2 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,25,92 ,45 ,2 ,8 ,4 ,4 ,0 ,2 ,0 ,4 ,9 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,30,93 ,43 ,5 ,6 ,4 ,4 ,3 ,4 ,9 ,4 ,3 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,35,112 ,49 ,6 ,9 ,4 ,2 ,0 ,3 ,4 ,4 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,40,97 ,29 ,0 ,4 ,3 ,3 ,0 ,1 ,2 ,1 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,45,116 ,35 ,1 ,5 ,3 ,5 ,0 ,1 ,3 ,3 ,1 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,50,132 ,34 ,3 ,5 ,1 ,3 ,4 ,1 ,4 ,3 ,6 ,4 ,,,,,,,,,,,
1101054,종로구,삼청동,02,55,142 ,35 ,3 ,7 ,1 ,3 ,0 ,1 ,5 ,3 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,60,113 ,33 ,2 ,7 ,1 ,5 ,0 ,0 ,4 ,3 ,1 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,02,65,86 ,23 ,1 ,2 ,2 ,1 ,0 ,0 ,2 ,2 ,5 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,70,72 ,20 ,3 ,3 ,0 ,5 ,3 ,0 ,4 ,3 ,1 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,75,150 ,56 ,0 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,2 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,01,20,599 ,103 ,11 ,9 ,18 ,10 ,15 ,12 ,20 ,7 ,5 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,25,393 ,74 ,12 ,7 ,6 ,7 ,7 ,13 ,9 ,9 ,6 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,30,348 ,93 ,7 ,7 ,8 ,10 ,18 ,19 ,6 ,6 ,6 ,12 ,,,,,,,,,,,
1101055,종로구,부암동,01,35,316 ,78 ,15 ,9 ,7 ,9 ,17 ,15 ,12 ,6 ,7 ,12 ,,,,,,,,,,,
1101055,종로구,부암동,01,40,434 ,55 ,10 ,4 ,6 ,5 ,13 ,10 ,6 ,3 ,5 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,45,422 ,50 ,7 ,5 ,2 ,4 ,11 ,8 ,4 ,3 ,3 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,50,431 ,40 ,4 ,1 ,2 ,2 ,9 ,6 ,3 ,3 ,6 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,55,394 ,37 ,3 ,1 ,2 ,1 ,7 ,4 ,2 ,3 ,3 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,60,293 ,32 ,3 ,2 ,2 ,2 ,8 ,3 ,3 ,4 ,2 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,65,215 ,47 ,2 ,3 ,6 ,3 ,6 ,1 ,4 ,1 ,7 ,5 ,,,,,,,,,,,
1101055,종로구,부암동,01,70,175 ,41 ,8 ,2 ,0 ,4 ,8 ,0 ,4 ,0 ,2 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,01,75,280 ,68 ,1 ,1 ,3 ,1 ,0 ,1 ,1 ,1 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,20,548 ,111 ,12 ,6 ,15 ,5 ,4 ,15 ,4 ,6 ,3 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,02,25,448 ,83 ,8 ,7 ,5 ,5 ,11 ,14 ,8 ,14 ,7 ,11 ,,,,,,,,,,,
1101055,종로구,부암동,02,30,363 ,92 ,5 ,4 ,6 ,5 ,0 ,17 ,3 ,10 ,5 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,35,336 ,79 ,5 ,7 ,2 ,4 ,2 ,9 ,3 ,8 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,40,465 ,55 ,5 ,4 ,3 ,4 ,0 ,7 ,4 ,5 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,45,543 ,66 ,4 ,6 ,2 ,6 ,8 ,7 ,4 ,7 ,2 ,6 ,,,,,,,,,,,
1101055,종로구,부암동,02,50,482 ,49 ,5 ,5 ,2 ,4 ,9 ,3 ,4 ,4 ,7 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,02,55,441 ,46 ,3 ,3 ,2 ,3 ,5 ,3 ,2 ,3 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,60,318 ,35 ,2 ,4 ,2 ,4 ,8 ,2 ,3 ,4 ,2 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,02,65,266 ,71 ,4 ,3 ,3 ,4 ,4 ,1 ,2 ,6 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,70,204 ,51 ,7 ,3 ,0 ,5 ,0 ,0 ,5 ,1 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,75,402 ,120 ,2 ,1 ,2 ,3 ,7 ,1 ,1 ,2 ,8 ,2 ,,,,,,,,,,,
1101056,종로구,평창동,01,20,663 ,71 ,8 ,2 ,7 ,4 ,4 ,16 ,6 ,6 ,5 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,25,616 ,65 ,8 ,4 ,3 ,4 ,7 ,20 ,7 ,11 ,8 ,10 ,,,,,,,,,,,
1101056,종로구,평창동,01,30,569 ,74 ,9 ,4 ,8 ,4 ,16 ,44 ,5 ,10 ,3 ,16 ,,,,,,,,,,,
1101056,종로구,평창동,01,35,488 ,55 ,10 ,4 ,4 ,3 ,14 ,29 ,5 ,6 ,3 ,14 ,,,,,,,,,,,
1101056,종로구,평창동,01,40,674 ,52 ,7 ,3 ,4 ,3 ,17 ,17 ,6 ,5 ,4 ,10 ,,,,,,,,,,,
1101056,종로구,평창동,01,45,734 ,55 ,8 ,3 ,3 ,4 ,14 ,18 ,5 ,6 ,4 ,22 ,,,,,,,,,,,
1101056,종로구,평창동,01,50,843 ,57 ,7 ,2 ,2 ,2 ,17 ,11 ,4 ,5 ,8 ,16 ,,,,,,,,,,,
1101056,종로구,평창동,01,55,767 ,55 ,5 ,3 ,3 ,3 ,20 ,9 ,4 ,5 ,4 ,20 ,,,,,,,,,,,
1101056,종로구,평창동,01,60,537 ,42 ,4 ,2 ,3 ,2 ,4 ,5 ,3 ,5 ,2 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,65,396 ,34 ,3 ,0 ,4 ,1 ,1 ,3 ,1 ,1 ,4 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,01,70,312 ,29 ,4 ,1 ,0 ,1 ,5 ,1 ,2 ,1 ,2 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,01,75,498 ,120 ,4 ,0 ,13 ,2 ,5 ,3 ,1 ,2 ,8 ,2 ,,,,,,,,,,,
1101056,종로구,평창동,02,20,606 ,68 ,7 ,3 ,3 ,2 ,3 ,15 ,4 ,3 ,1 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,25,557 ,62 ,5 ,3 ,4 ,4 ,17 ,19 ,5 ,12 ,4 ,13 ,,,,,,,,,,,
1101056,종로구,평창동,02,30,603 ,71 ,9 ,5 ,5 ,5 ,4 ,32 ,6 ,7 ,2 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,35,587 ,61 ,4 ,3 ,1 ,4 ,0 ,21 ,4 ,7 ,2 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,02,40,805 ,61 ,5 ,4 ,2 ,3 ,14 ,15 ,3 ,7 ,4 ,16 ,,,,,,,,,,,
1101056,종로구,평창동,02,45,957 ,69 ,5 ,5 ,3 ,4 ,6 ,14 ,6 ,9 ,3 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,02,50,932 ,69 ,3 ,4 ,2 ,4 ,11 ,8 ,4 ,7 ,7 ,18 ,,,,,,,,,,,
1101056,종로구,평창동,02,55,837 ,65 ,5 ,3 ,2 ,5 ,11 ,6 ,4 ,5 ,5 ,4 ,,,,,,,,,,,
1101056,종로구,평창동,02,60,593 ,50 ,3 ,4 ,2 ,4 ,7 ,3 ,5 ,5 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,65,458 ,46 ,3 ,2 ,2 ,2 ,5 ,2 ,2 ,3 ,5 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,70,478 ,55 ,6 ,2 ,0 ,6 ,3 ,1 ,5 ,6 ,3 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,02,75,859 ,243 ,6 ,4 ,9 ,4 ,10 ,3 ,5 ,6 ,14 ,8 ,,,,,,,,,,,
1101057,종로구,무악동,01,20,226 ,24 ,5 ,4 ,2 ,2 ,4 ,4 ,2 ,0 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,25,193 ,21 ,2 ,2 ,2 ,2 ,5 ,6 ,3 ,3 ,1 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,30,232 ,36 ,7 ,4 ,7 ,4 ,12 ,15 ,5 ,2 ,2 ,8 ,,,,,,,,,,,
1101057,종로구,무악동,01,35,248 ,33 ,2 ,1 ,4 ,1 ,0 ,16 ,3 ,1 ,0 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,40,398 ,30 ,5 ,2 ,5 ,2 ,11 ,11 ,3 ,1 ,4 ,4 ,,,,,,,,,,,
1101057,종로구,무악동,01,45,402 ,27 ,3 ,1 ,3 ,1 ,3 ,10 ,2 ,2 ,3 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,50,343 ,31 ,3 ,1 ,2 ,1 ,6 ,5 ,2 ,1 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,55,297 ,31 ,3 ,1 ,2 ,1 ,3 ,3 ,1 ,2 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,60,201 ,21 ,1 ,0 ,2 ,1 ,2 ,2 ,1 ,1 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,65,154 ,27 ,2 ,1 ,5 ,1 ,2 ,1 ,1 ,1 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,70,139 ,24 ,4 ,0 ,1 ,1 ,6 ,1 ,2 ,1 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,75,170 ,46 ,0 ,1 ,7 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,20,234 ,24 ,2 ,2 ,1 ,1 ,0 ,4 ,1 ,1 ,0 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,25,233 ,28 ,3 ,4 ,2 ,2 ,11 ,6 ,3 ,3 ,1 ,5 ,,,,,,,,,,,
1101057,종로구,무악동,02,30,223 ,30 ,1 ,2 ,2 ,2 ,0 ,12 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,35,307 ,38 ,2 ,1 ,3 ,1 ,0 ,12 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,40,434 ,29 ,2 ,2 ,1 ,2 ,3 ,8 ,3 ,4 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,45,346 ,22 ,1 ,2 ,2 ,1 ,4 ,7 ,1 ,2 ,1 ,4 ,,,,,,,,,,,
1101057,종로구,무악동,02,50,369 ,37 ,2 ,2 ,3 ,1 ,0 ,3 ,2 ,2 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,55,325 ,32 ,2 ,1 ,2 ,1 ,0 ,3 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,60,227 ,26 ,1 ,3 ,3 ,2 ,2 ,1 ,3 ,4 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,02,65,208 ,47 ,5 ,1 ,4 ,2 ,0 ,1 ,2 ,7 ,5 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,70,158 ,38 ,4 ,2 ,2 ,3 ,0 ,0 ,2 ,8 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,75,291 ,94 ,2 ,1 ,6 ,0 ,0 ,0 ,1 ,3 ,3 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,20,154 ,19 ,2 ,0 ,2 ,2 ,4 ,3 ,2 ,3 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,25,158 ,22 ,3 ,3 ,3 ,4 ,8 ,5 ,4 ,2 ,2 ,7 ,,,,,,,,,,,
1101058,종로구,교남동,01,30,173 ,30 ,5 ,2 ,3 ,3 ,5 ,10 ,3 ,2 ,2 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,35,173 ,27 ,3 ,2 ,1 ,1 ,1 ,9 ,3 ,3 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,40,239 ,31 ,5 ,2 ,5 ,2 ,5 ,6 ,2 ,3 ,4 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,01,45,207 ,26 ,4 ,2 ,2 ,1 ,3 ,5 ,3 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,50,233 ,30 ,5 ,2 ,2 ,1 ,4 ,3 ,3 ,3 ,6 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,55,193 ,26 ,4 ,1 ,2 ,1 ,3 ,2 ,2 ,2 ,3 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,60,160 ,22 ,3 ,2 ,3 ,2 ,5 ,2 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,65,148 ,32 ,2 ,1 ,4 ,1 ,1 ,1 ,1 ,1 ,4 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,01,70,77 ,16 ,3 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,01,75,141 ,47 ,1 ,1 ,5 ,0 ,5 ,0 ,0 ,1 ,3 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,02,20,143 ,20 ,2 ,2 ,1 ,1 ,1 ,3 ,1 ,1 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,25,158 ,25 ,2 ,2 ,2 ,1 ,2 ,6 ,2 ,2 ,1 ,5 ,,,,,,,,,,,
1101058,종로구,교남동,02,30,176 ,28 ,3 ,3 ,1 ,4 ,4 ,6 ,4 ,2 ,2 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,02,35,207 ,29 ,1 ,2 ,1 ,1 ,1 ,8 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,40,230 ,29 ,2 ,2 ,2 ,2 ,1 ,5 ,2 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,45,234 ,29 ,2 ,2 ,1 ,3 ,0 ,3 ,4 ,2 ,1 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,50,261 ,36 ,3 ,3 ,3 ,3 ,6 ,2 ,5 ,2 ,4 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,55,190 ,26 ,2 ,2 ,1 ,2 ,0 ,1 ,3 ,3 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,60,200 ,28 ,3 ,3 ,2 ,3 ,1 ,1 ,3 ,2 ,1 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,65,157 ,36 ,3 ,3 ,5 ,3 ,2 ,0 ,4 ,1 ,3 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,70,115 ,28 ,4 ,2 ,0 ,2 ,2 ,0 ,3 ,3 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,75,182 ,71 ,1 ,1 ,2 ,2 ,2 ,0 ,1 ,3 ,4 ,1 ,,,,,,,,,,,
1101060,종로구,가회동,01,20,125 ,44 ,1 ,13 ,12 ,10 ,5 ,2 ,13 ,2 ,4 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,25,138 ,46 ,6 ,2 ,5 ,2 ,7 ,3 ,6 ,3 ,6 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,30,192 ,80 ,17 ,8 ,14 ,9 ,0 ,11 ,9 ,9 ,12 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,35,179 ,66 ,6 ,4 ,8 ,4 ,8 ,9 ,4 ,4 ,4 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,40,204 ,52 ,9 ,5 ,6 ,5 ,6 ,5 ,7 ,4 ,4 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,45,217 ,49 ,9 ,7 ,5 ,6 ,8 ,4 ,5 ,4 ,6 ,8 ,,,,,,,,,,,
1101060,종로구,가회동,01,50,171 ,32 ,6 ,3 ,2 ,4 ,8 ,2 ,4 ,3 ,6 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,55,159 ,31 ,7 ,4 ,3 ,3 ,6 ,1 ,4 ,4 ,2 ,6 ,,,,,,,,,,,
1101060,종로구,가회동,01,60,138 ,27 ,3 ,3 ,4 ,2 ,2 ,1 ,3 ,3 ,1 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,65,122 ,32 ,3 ,2 ,6 ,3 ,2 ,0 ,4 ,1 ,2 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,70,66 ,18 ,3 ,3 ,0 ,2 ,2 ,0 ,4 ,1 ,0 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,75,140 ,45 ,2 ,0 ,6 ,0 ,2 ,1 ,1 ,1 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,20,129 ,49 ,6 ,4 ,0 ,0 ,0 ,3 ,0 ,4 ,2 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,25,175 ,70 ,10 ,4 ,5 ,9 ,0 ,6 ,7 ,7 ,14 ,6 ,,,,,,,,,,,
1101060,종로구,가회동,02,30,192 ,73 ,5 ,6 ,3 ,7 ,0 ,9 ,8 ,11 ,8 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,35,185 ,65 ,7 ,12 ,0 ,12 ,5 ,5 ,12 ,2 ,5 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,02,40,231 ,59 ,6 ,7 ,3 ,11 ,10 ,4 ,7 ,3 ,7 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,02,45,211 ,51 ,3 ,7 ,1 ,7 ,0 ,3 ,6 ,5 ,1 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,50,192 ,38 ,7 ,6 ,1 ,3 ,7 ,1 ,4 ,3 ,4 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,55,182 ,37 ,4 ,4 ,3 ,7 ,0 ,1 ,5 ,5 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,60,177 ,37 ,5 ,5 ,4 ,8 ,6 ,1 ,6 ,3 ,2 ,11 ,,,,,,,,,,,
1101060,종로구,가회동,02,65,144 ,44 ,2 ,5 ,2 ,7 ,0 ,0 ,6 ,5 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,70,113 ,33 ,4 ,1 ,0 ,6 ,0 ,0 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,75,199 ,74 ,4 ,4 ,3 ,3 ,5 ,0 ,4 ,5 ,2 ,8 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,20,209 ,129 ,15 ,19 ,18 ,23 ,4 ,5 ,19 ,9 ,20 ,4 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,25,366 ,234 ,27 ,37 ,30 ,51 ,21 ,16 ,39 ,32 ,42 ,11 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,30,344 ,190 ,34 ,50 ,28 ,58 ,26 ,18 ,48 ,32 ,31 ,37 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,35,294 ,150 ,35 ,34 ,19 ,34 ,16 ,14 ,41 ,14 ,11 ,27 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,40,317 ,161 ,37 ,42 ,31 ,41 ,15 ,8 ,39 ,20 ,17 ,38 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,45,374 ,185 ,50 ,52 ,35 ,50 ,31 ,8 ,54 ,14 ,17 ,42 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,50,408 ,160 ,38 ,42 ,23 ,46 ,36 ,4 ,42 ,19 ,26 ,64 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,55,447 ,192 ,36 ,43 ,27 ,42 ,38 ,3 ,39 ,28 ,20 ,49 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,60,361 ,160 ,34 ,34 ,33 ,40 ,20 ,2 ,33 ,28 ,10 ,28 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,65,272 ,114 ,28 ,23 ,27 ,22 ,29 ,1 ,22 ,16 ,17 ,22 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,70,165 ,74 ,16 ,13 ,3 ,11 ,9 ,0 ,14 ,15 ,7 ,10 ,,,,,,,,,,,
