행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
1101053,종로구,사직동,02,75,360 ,124 ,11 ,7 ,6 ,10 ,5 ,0 ,14 ,10 ,13 ,5 
1101054,종로구,삼청동,01,20,103 ,51 ,6 ,13 ,9 ,18 ,1 ,2 ,18 ,2 ,3 ,1 
1101054,종로구,삼청동,01,25,80 ,39 ,2 ,5 ,2 ,6 ,0 ,4 ,6 ,2 ,6 ,0 
1101054,종로구,삼청동,01,30,116 ,57 ,14 ,4 ,12 ,7 ,0 ,6 ,12 ,7 ,5 ,0 
1101054,종로구,삼청동,01,35,99 ,46 ,5 ,4 ,9 ,7 ,0 ,2 ,7 ,0 ,0 ,0 
1101054,종로구,삼청동,01,40,102 ,32 ,7 ,5 ,1 ,5 ,6 ,1 ,5 ,2 ,4 ,9 
1101054,종로구,삼청동,01,45,114 ,35 ,3 ,2 ,7 ,4 ,0 ,2 ,3 ,3 ,4 ,5 
1101054,종로구,삼청동,01,50,113 ,31 ,11 ,8 ,1 ,7 ,18 ,1 ,8 ,1 ,4 ,10 
1101054,종로구,삼청동,01,55,113 ,27 ,5 ,4 ,1 ,2 ,5 ,1 ,1 ,4 ,2 ,5 
1101054,종로구,삼청동,01,60,84 ,20 ,3 ,3 ,3 ,1 ,0 ,0 ,1 ,2 ,0 ,0 
1101054,종로구,삼청동,01,65,77 ,18 ,1 ,1 ,2 ,1 ,3 ,0 ,2 ,0 ,4 ,0 
1101054,종로구,삼청동,01,70,72 ,17 ,4 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
1101054,종로구,삼청동,01,75,75 ,26 ,3 ,6 ,1 ,2 ,6 ,0 ,2 ,1 ,4 ,3 
1101054,종로구,삼청동,02,20,60 ,30 ,3 ,2 ,5 ,3 ,0 ,1 ,3 ,0 ,0 ,5 
1101054,종로구,삼청동,02,25,92 ,47 ,5 ,2 ,9 ,4 ,0 ,2 ,4 ,6 ,2 ,0 
1101054,종로구,삼청동,02,30,93 ,42 ,7 ,10 ,4 ,9 ,13 ,4 ,9 ,4 ,2 ,13 
1101054,종로구,삼청동,02,35,112 ,49 ,2 ,6 ,2 ,4 ,0 ,4 ,4 ,4 ,2 ,0 
1101054,종로구,삼청동,02,40,97 ,30 ,1 ,4 ,2 ,2 ,6 ,1 ,3 ,2 ,3 ,3 
1101054,종로구,삼청동,02,45,116 ,34 ,2 ,2 ,2 ,2 ,0 ,1 ,2 ,2 ,1 ,0 
1101054,종로구,삼청동,02,50,137 ,26 ,2 ,2 ,1 ,2 ,0 ,1 ,2 ,2 ,3 ,4 
1101054,종로구,삼청동,02,55,142 ,36 ,6 ,7 ,1 ,4 ,0 ,1 ,4 ,1 ,1 ,0 
1101054,종로구,삼청동,02,60,113 ,30 ,2 ,6 ,1 ,4 ,4 ,0 ,4 ,3 ,0 ,3 
1101054,종로구,삼청동,02,65,86 ,22 ,0 ,2 ,3 ,1 ,0 ,0 ,1 ,0 ,3 ,0 
1101054,종로구,삼청동,02,70,84 ,22 ,2 ,2 ,0 ,2 ,0 ,0 ,2 ,2 ,2 ,0 
1101054,종로구,삼청동,02,75,143 ,52 ,7 ,11 ,2 ,7 ,10 ,0 ,7 ,2 ,2 ,7 
1101055,종로구,부암동,01,20,599 ,108 ,11 ,7 ,9 ,7 ,0 ,9 ,14 ,8 ,7 ,5 
1101055,종로구,부암동,01,25,393 ,72 ,9 ,6 ,6 ,8 ,4 ,9 ,7 ,9 ,7 ,13 
1101055,종로구,부암동,01,30,348 ,93 ,6 ,11 ,10 ,7 ,22 ,17 ,8 ,8 ,11 ,22 
1101055,종로구,부암동,01,35,316 ,75 ,11 ,9 ,3 ,6 ,14 ,15 ,7 ,5 ,6 ,11 
1101055,종로구,부암동,01,40,434 ,54 ,9 ,6 ,3 ,5 ,13 ,10 ,5 ,2 ,5 ,13 
1101055,종로구,부암동,01,45,422 ,48 ,7 ,5 ,4 ,4 ,9 ,6 ,5 ,5 ,2 ,9 
1101055,종로구,부암동,01,50,431 ,39 ,5 ,2 ,1 ,2 ,9 ,5 ,2 ,4 ,5 ,11 
1101055,종로구,부암동,01,55,394 ,37 ,3 ,3 ,2 ,2 ,13 ,4 ,3 ,3 ,3 ,13 
1101055,종로구,부암동,01,60,293 ,31 ,4 ,3 ,1 ,3 ,14 ,2 ,2 ,2 ,2 ,11 
1101055,종로구,부암동,01,65,215 ,47 ,4 ,3 ,6 ,3 ,11 ,1 ,4 ,1 ,7 ,10 
1101055,종로구,부암동,01,70,158 ,38 ,6 ,4 ,1 ,2 ,10 ,0 ,3 ,1 ,2 ,5 
1101055,종로구,부암동,01,75,297 ,77 ,3 ,7 ,8 ,4 ,7 ,1 ,6 ,1 ,5 ,5 
1101055,종로구,부암동,02,20,548 ,110 ,11 ,3 ,6 ,3 ,0 ,10 ,2 ,13 ,9 ,0 
1101055,종로구,부암동,02,25,448 ,83 ,5 ,5 ,7 ,8 ,6 ,14 ,6 ,9 ,4 ,6 
1101055,종로구,부암동,02,30,363 ,93 ,8 ,7 ,5 ,4 ,4 ,18 ,8 ,9 ,2 ,4 
1101055,종로구,부암동,02,35,336 ,79 ,4 ,4 ,2 ,3 ,0 ,8 ,5 ,9 ,2 ,3 
1101055,종로구,부암동,02,40,465 ,53 ,3 ,4 ,1 ,3 ,5 ,7 ,2 ,5 ,3 ,0 
1101055,종로구,부암동,02,45,543 ,66 ,6 ,8 ,1 ,7 ,16 ,6 ,4 ,7 ,4 ,16 
1101055,종로구,부암동,02,50,482 ,46 ,4 ,5 ,2 ,3 ,0 ,3 ,3 ,4 ,6 ,2 
1101055,종로구,부암동,02,55,441 ,43 ,4 ,4 ,1 ,1 ,7 ,3 ,2 ,3 ,4 ,5 
1101055,종로구,부암동,02,60,318 ,33 ,2 ,4 ,2 ,4 ,4 ,2 ,3 ,2 ,0 ,11 
1101055,종로구,부암동,02,65,266 ,69 ,4 ,3 ,3 ,3 ,2 ,1 ,2 ,4 ,6 ,0 
1101055,종로구,부암동,02,70,210 ,54 ,4 ,7 ,0 ,3 ,2 ,0 ,3 ,2 ,4 ,2 
1101055,종로구,부암동,02,75,396 ,119 ,9 ,7 ,4 ,12 ,14 ,1 ,14 ,5 ,13 ,9 
1101056,종로구,평창동,01,20,663 ,70 ,8 ,4 ,5 ,4 ,0 ,10 ,7 ,5 ,2 ,4 
1101056,종로구,평창동,01,25,616 ,66 ,6 ,4 ,5 ,4 ,15 ,17 ,5 ,9 ,8 ,14 
1101056,종로구,평창동,01,30,569 ,72 ,9 ,5 ,7 ,5 ,12 ,35 ,5 ,11 ,5 ,12 
1101056,종로구,평창동,01,35,488 ,54 ,7 ,4 ,3 ,2 ,7 ,30 ,4 ,4 ,3 ,11 
1101056,종로구,평창동,01,40,674 ,51 ,8 ,3 ,4 ,3 ,12 ,17 ,4 ,5 ,3 ,7 
1101056,종로구,평창동,01,45,734 ,54 ,8 ,3 ,4 ,4 ,26 ,17 ,5 ,4 ,4 ,29 
1101056,종로구,평창동,01,50,843 ,59 ,5 ,2 ,3 ,2 ,11 ,9 ,3 ,6 ,8 ,11 
1101056,종로구,평창동,01,55,767 ,53 ,5 ,3 ,2 ,3 ,12 ,9 ,4 ,5 ,5 ,16 
1101056,종로구,평창동,01,60,537 ,40 ,3 ,3 ,3 ,2 ,6 ,5 ,2 ,3 ,2 ,6 
1101056,종로구,평창동,01,65,396 ,33 ,3 ,1 ,5 ,1 ,9 ,3 ,2 ,1 ,4 ,6 
1101056,종로구,평창동,01,70,306 ,26 ,2 ,1 ,0 ,2 ,9 ,1 ,2 ,1 ,2 ,3 
1101056,종로구,평창동,01,75,505 ,125 ,8 ,5 ,21 ,5 ,2 ,3 ,5 ,2 ,15 ,7 
1101056,종로구,평창동,02,20,606 ,67 ,7 ,3 ,7 ,3 ,9 ,12 ,3 ,3 ,2 ,9 
1101056,종로구,평창동,02,25,557 ,62 ,3 ,3 ,5 ,4 ,7 ,17 ,4 ,9 ,2 ,10 
1101056,종로구,평창동,02,30,603 ,68 ,6 ,5 ,5 ,5 ,7 ,28 ,4 ,5 ,2 ,7 
1101056,종로구,평창동,02,35,587 ,61 ,2 ,4 ,1 ,4 ,2 ,23 ,3 ,6 ,3 ,0 
1101056,종로구,평창동,02,40,805 ,59 ,5 ,4 ,3 ,3 ,11 ,13 ,2 ,7 ,4 ,11 
1101056,종로구,평창동,02,45,957 ,68 ,4 ,5 ,2 ,4 ,6 ,14 ,4 ,9 ,2 ,15 
1101056,종로구,평창동,02,50,932 ,65 ,3 ,4 ,3 ,3 ,9 ,8 ,4 ,6 ,7 ,14 
1101056,종로구,평창동,02,55,837 ,61 ,4 ,3 ,3 ,3 ,14 ,6 ,3 ,5 ,4 ,9 
1101056,종로구,평창동,02,60,593 ,46 ,4 ,4 ,2 ,3 ,2 ,3 ,4 ,3 ,1 ,2 
1101056,종로구,평창동,02,65,458 ,46 ,2 ,2 ,2 ,2 ,3 ,1 ,2 ,3 ,6 ,5 
1101056,종로구,평창동,02,70,469 ,49 ,3 ,3 ,0 ,6 ,0 ,1 ,4 ,3 ,3 ,0 
1101056,종로구,평창동,02,75,868 ,261 ,18 ,14 ,13 ,20 ,11 ,3 ,15 ,15 ,24 ,11 
1101057,종로구,무악동,01,20,226 ,26 ,3 ,2 ,4 ,2 ,3 ,4 ,1 ,1 ,3 ,0 
1101057,종로구,무악동,01,25,193 ,21 ,4 ,4 ,1 ,2 ,5 ,4 ,3 ,3 ,1 ,0 
1101057,종로구,무악동,01,30,232 ,35 ,6 ,4 ,7 ,4 ,10 ,13 ,5 ,2 ,2 ,10 
1101057,종로구,무악동,01,35,248 ,35 ,3 ,2 ,4 ,1 ,5 ,14 ,2 ,1 ,2 ,0 
1101057,종로구,무악동,01,40,398 ,29 ,3 ,2 ,4 ,2 ,7 ,11 ,2 ,2 ,5 ,3 
1101057,종로구,무악동,01,45,402 ,27 ,4 ,2 ,2 ,1 ,2 ,9 ,2 ,1 ,2 ,2 
1101057,종로구,무악동,01,50,341 ,29 ,4 ,1 ,3 ,1 ,2 ,4 ,2 ,2 ,5 ,0 
1101057,종로구,무악동,01,55,297 ,28 ,2 ,2 ,3 ,0 ,3 ,3 ,1 ,1 ,2 ,3 
1101057,종로구,무악동,01,60,201 ,20 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1 ,2 
1101057,종로구,무악동,01,65,154 ,28 ,2 ,3 ,5 ,1 ,2 ,1 ,2 ,2 ,4 ,2 
1101057,종로구,무악동,01,70,130 ,22 ,3 ,2 ,0 ,1 ,6 ,0 ,2 ,1 ,2 ,2 
1101057,종로구,무악동,01,75,179 ,51 ,5 ,5 ,8 ,2 ,2 ,0 ,3 ,5 ,4 ,0 
1101057,종로구,무악동,02,20,234 ,26 ,3 ,3 ,1 ,1 ,0 ,3 ,1 ,1 ,0 ,3 
1101057,종로구,무악동,02,25,230 ,29 ,3 ,3 ,1 ,2 ,6 ,6 ,3 ,2 ,1 ,6 
1101057,종로구,무악동,02,30,223 ,32 ,2 ,3 ,3 ,2 ,3 ,9 ,1 ,2 ,2 ,3 
1101057,종로구,무악동,02,35,307 ,40 ,3 ,2 ,4 ,2 ,0 ,11 ,2 ,1 ,3 ,3 
1101057,종로구,무악동,02,40,434 ,30 ,3 ,3 ,2 ,2 ,8 ,7 ,3 ,3 ,2 ,3 
1101057,종로구,무악동,02,45,344 ,22 ,1 ,2 ,1 ,2 ,6 ,5 ,2 ,2 ,1 ,6 
1101057,종로구,무악동,02,50,369 ,34 ,2 ,4 ,1 ,2 ,0 ,3 ,2 ,1 ,4 ,0 
1101057,종로구,무악동,02,55,325 ,31 ,1 ,4 ,1 ,1 ,0 ,2 ,1 ,2 ,2 ,0 
1101057,종로구,무악동,02,60,227 ,25 ,1 ,3 ,2 ,2 ,0 ,1 ,2 ,2 ,1 ,0 
1101057,종로구,무악동,02,65,208 ,46 ,4 ,6 ,3 ,2 ,2 ,1 ,2 ,6 ,5 ,0 
1101057,종로구,무악동,02,70,154 ,36 ,2 ,4 ,1 ,3 ,0 ,0 ,4 ,5 ,2 ,0 
1101057,종로구,무악동,02,75,294 ,101 ,12 ,11 ,9 ,3 ,0 ,0 ,9 ,17 ,8 ,4 
1101058,종로구,교남동,01,20,154 ,20 ,3 ,2 ,2 ,2 ,4 ,2 ,2 ,2 ,1 ,6 
1101058,종로구,교남동,01,25,158 ,24 ,4 ,3 ,3 ,4 ,8 ,4 ,5 ,2 ,1 ,10 
1101058,종로구,교남동,01,30,173 ,30 ,5 ,3 ,3 ,2 ,4 ,7 ,3 ,3 ,2 ,2 
1101058,종로구,교남동,01,35,181 ,45 ,4 ,2 ,6 ,2 ,0 ,10 ,3 ,3 ,4 ,0 
1101058,종로구,교남동,01,40,239 ,31 ,4 ,2 ,4 ,2 ,5 ,6 ,3 ,2 ,3 ,6 
1101058,종로구,교남동,01,45,201 ,41 ,5 ,2 ,4 ,2 ,4 ,5 ,4 ,2 ,3 ,0 
1101058,종로구,교남동,01,50,238 ,45 ,7 ,4 ,3 ,2 ,5 ,3 ,5 ,4 ,7 ,6 
1101058,종로구,교남동,01,55,183 ,42 ,5 ,3 ,5 ,3 ,3 ,2 ,4 ,5 ,4 ,1 
1101058,종로구,교남동,01,60,158 ,29 ,4 ,2 ,2 ,2 ,3 ,1 ,3 ,2 ,2 ,2 
1101058,종로구,교남동,01,65,148 ,41 ,4 ,3 ,5 ,3 ,0 ,0 ,4 ,2 ,5 ,0 
1101058,종로구,교남동,01,70,78 ,17 ,2 ,2 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,2 
1101058,종로구,교남동,01,75,125 ,44 ,4 ,3 ,5 ,2 ,2 ,0 ,5 ,1 ,4 ,1 
1101058,종로구,교남동,02,20,143 ,21 ,2 ,2 ,1 ,1 ,0 ,3 ,2 ,1 ,1 ,2 
1101058,종로구,교남동,02,25,161 ,26 ,2 ,3 ,3 ,2 ,4 ,6 ,3 ,2 ,1 ,4 
1101058,종로구,교남동,02,30,176 ,28 ,2 ,3 ,2 ,3 ,5 ,6 ,3 ,2 ,1 ,6 
1101058,종로구,교남동,02,35,193 ,48 ,2 ,2 ,1 ,2 ,0 ,7 ,2 ,4 ,2 ,0 
1101058,종로구,교남동,02,40,227 ,54 ,2 ,4 ,4 ,4 ,1 ,4 ,4 ,4 ,4 ,0 
1101058,종로구,교남동,02,45,217 ,39 ,4 ,4 ,4 ,4 ,2 ,3 ,4 ,3 ,1 ,1 
1101058,종로구,교남동,02,50,241 ,32 ,3 ,2 ,2 ,3 ,8 ,2 ,4 ,2 ,3 ,4 
1101058,종로구,교남동,02,55,192 ,41 ,3 ,4 ,2 ,4 ,2 ,1 ,5 ,3 ,3 ,5 
1101058,종로구,교남동,02,60,194 ,26 ,2 ,3 ,2 ,2 ,3 ,1 ,2 ,2 ,1 ,3 
1101058,종로구,교남동,02,65,168 ,40 ,2 ,4 ,3 ,3 ,5 ,0 ,3 ,4 ,4 ,6 
1101058,종로구,교남동,02,70,110 ,26 ,2 ,4 ,0 ,4 ,2 ,0 ,4 ,2 ,2 ,2 
1101058,종로구,교남동,02,75,173 ,110 ,7 ,11 ,4 ,7 ,0 ,0 ,9 ,10 ,7 ,3 
1101060,종로구,가회동,01,20,125 ,46 ,6 ,5 ,12 ,4 ,0 ,2 ,10 ,0 ,5 ,3 
1101060,종로구,가회동,01,25,138 ,49 ,7 ,4 ,5 ,4 ,3 ,3 ,4 ,3 ,7 ,3 
1101060,종로구,가회동,01,30,176 ,70 ,13 ,11 ,8 ,8 ,0 ,7 ,6 ,8 ,8 ,5 
1101060,종로구,가회동,01,35,179 ,68 ,19 ,8 ,8 ,7 ,3 ,8 ,9 ,5 ,5 ,3 
1101060,종로구,가회동,01,40,204 ,51 ,7 ,9 ,7 ,6 ,15 ,4 ,9 ,5 ,4 ,18 
1101060,종로구,가회동,01,45,213 ,49 ,8 ,10 ,3 ,9 ,8 ,4 ,6 ,4 ,4 ,4 
1101060,종로구,가회동,01,50,168 ,31 ,5 ,4 ,3 ,4 ,8 ,1 ,7 ,3 ,5 ,3 
1101060,종로구,가회동,01,55,159 ,30 ,5 ,6 ,1 ,4 ,11 ,1 ,5 ,4 ,3 ,7 
1101060,종로구,가회동,01,60,138 ,27 ,3 ,5 ,1 ,2 ,0 ,1 ,3 ,3 ,1 ,0 
1101060,종로구,가회동,01,65,122 ,30 ,4 ,3 ,3 ,2 ,2 ,0 ,4 ,0 ,3 ,0 
1101060,종로구,가회동,01,70,71 ,19 ,4 ,1 ,0 ,1 ,0 ,0 ,2 ,1 ,0 ,0 
1101060,종로구,가회동,01,75,135 ,46 ,2 ,1 ,9 ,4 ,5 ,1 ,3 ,2 ,5 ,0 
1101060,종로구,가회동,02,20,129 ,46 ,10 ,4 ,0 ,2 ,0 ,4 ,0 ,2 ,4 ,0 
1101060,종로구,가회동,02,25,175 ,72 ,15 ,10 ,6 ,8 ,5 ,6 ,12 ,8 ,6 ,10 
1101060,종로구,가회동,02,30,192 ,76 ,12 ,12 ,10 ,3 ,0 ,8 ,6 ,13 ,8 ,4 
1101060,종로구,가회동,02,35,185 ,65 ,6 ,13 ,1 ,5 ,4 ,5 ,6 ,5 ,3 ,0 
1101060,종로구,가회동,02,40,231 ,57 ,5 ,7 ,5 ,8 ,6 ,3 ,7 ,5 ,7 ,3 
1101060,종로구,가회동,02,45,211 ,50 ,2 ,7 ,2 ,6 ,0 ,3 ,4 ,4 ,1 ,4 
1101060,종로구,가회동,02,50,187 ,36 ,4 ,7 ,2 ,3 ,9 ,1 ,3 ,4 ,4 ,9 
1101060,종로구,가회동,02,55,182 ,34 ,4 ,5 ,4 ,5 ,8 ,1 ,4 ,1 ,3 ,4 
1101060,종로구,가회동,02,60,177 ,36 ,4 ,8 ,1 ,5 ,7 ,1 ,6 ,2 ,1 ,7 
1101060,종로구,가회동,02,65,144 ,46 ,2 ,8 ,0 ,7 ,3 ,0 ,5 ,8 ,5 ,3 
1101060,종로구,가회동,02,70,114 ,32 ,3 ,5 ,0 ,8 ,5 ,0 ,5 ,2 ,2 ,5 
1101060,종로구,가회동,02,75,193 ,76 ,9 ,14 ,5 ,15 ,8 ,0 ,11 ,6 ,5 ,8 
1101061,종로구,종로1·2·3·4가동,01,20,213 ,213 ,38 ,38 ,53 ,53 ,6 ,3 ,57 ,13 ,38 ,5 
1101061,종로구,종로1·2·3·4가동,01,25,366 ,240 ,20 ,37 ,29 ,55 ,14 ,13 ,47 ,33 ,41 ,16 
1101061,종로구,종로1·2·3·4가동,01,30,344 ,191 ,41 ,43 ,25 ,45 ,21 ,12 ,47 ,29 ,27 ,27 
1101061,종로구,종로1·2·3·4가동,01,35,294 ,149 ,40 ,35 ,19 ,31 ,19 ,10 ,40 ,17 ,13 ,26 
1101061,종로구,종로1·2·3·4가동,01,40,335 ,166 ,43 ,50 ,28 ,43 ,26 ,7 ,49 ,14 ,18 ,34 
1101061,종로구,종로1·2·3·4가동,01,45,374 ,177 ,52 ,56 ,24 ,54 ,43 ,6 ,56 ,13 ,13 ,59 
1101061,종로구,종로1·2·3·4가동,01,50,406 ,154 ,43 ,39 ,16 ,40 ,36 ,4 ,43 ,19 ,21 ,54 
1101061,종로구,종로1·2·3·4가동,01,55,447 ,191 ,37 ,37 ,36 ,39 ,30 ,3 ,44 ,32 ,15 ,44 
1101061,종로구,종로1·2·3·4가동,01,60,360 ,155 ,30 ,35 ,31 ,33 ,16 ,2 ,31 ,24 ,6 ,31 
1101061,종로구,종로1·2·3·4가동,01,65,271 ,114 ,21 ,23 ,25 ,16 ,20 ,1 ,17 ,15 ,14 ,18 
1101061,종로구,종로1·2·3·4가동,01,70,174 ,90 ,19 ,14 ,5 ,11 ,9 ,0 ,14 ,18 ,7 ,8 
1101061,종로구,종로1·2·3·4가동,01,75,238 ,111 ,13 ,15 ,22 ,11 ,11 ,1 ,14 ,11 ,18 ,6 
1101061,종로구,종로1·2·3·4가동,02,20,349 ,244 ,23 ,24 ,28 ,34 ,4 ,9 ,33 ,13 ,23 ,6 
1101061,종로구,종로1·2·3·4가동,02,25,284 ,195 ,20 ,21 ,18 ,32 ,6 ,12 ,29 ,28 ,29 ,6 
1101061,종로구,종로1·2·3·4가동,02,30,243 ,126 ,14 ,15 ,7 ,18 ,6 ,10 ,21 ,16 ,8 ,12 
1101061,종로구,종로1·2·3·4가동,02,35,202 ,100 ,19 ,22 ,6 ,23 ,14 ,7 ,22 ,7 ,8 ,22 
1101061,종로구,종로1·2·3·4가동,02,40,221 ,109 ,16 ,25 ,13 ,23 ,14 ,4 ,22 ,13 ,17 ,23 
1101061,종로구,종로1·2·3·4가동,02,45,197 ,92 ,17 ,25 ,7 ,27 ,11 ,2 ,23 ,10 ,4 ,24 
1101061,종로구,종로1·2·3·4가동,02,50,266 ,105 ,18 ,29 ,12 ,26 ,14 ,2 ,27 ,12 ,14 ,36 
1101061,종로구,종로1·2·3·4가동,02,55,339 ,137 ,27 ,36 ,22 ,38 ,33 ,2 ,37 ,15 ,7 ,58 
1101061,종로구,종로1·2·3·4가동,02,60,269 ,109 ,33 ,36 ,15 ,33 ,51 ,1 ,38 ,9 ,3 ,61 
1101061,종로구,종로1·2·3·4가동,02,65,192 ,112 ,22 ,17 ,17 ,19 ,15 ,1 ,17 ,10 ,12 ,21 
1101061,종로구,종로1·2·3·4가동,02,70,172 ,71 ,11 ,19 ,0 ,16 ,10 ,0 ,13 ,7 ,5 ,18 
1101061,종로구,종로1·2·3·4가동,02,75,273 ,141 ,10 ,28 ,6 ,16 ,6 ,0 ,15 ,13 ,21 ,8 
1101063,종로구,종로5·6가동,01,20,328 ,205 ,13 ,17 ,43 ,21 ,0 ,5 ,18 ,15 ,28 ,0 
1101063,종로구,종로5·6가동,01,25,250 ,167 ,30 ,30 ,15 ,29 ,8 ,8 ,28 ,16 ,19 ,10 
1101063,종로구,종로5·6가동,01,30,229 ,124 ,19 ,25 ,14 ,24 ,17 ,13 ,26 ,8 ,12 ,11 
1101063,종로구,종로5·6가동,01,35,198 ,101 ,16 ,27 ,7 ,23 ,11 ,6 ,20 ,12 ,5 ,16 
1101063,종로구,종로5·6가동,01,40,218 ,76 ,15 ,17 ,7 ,17 ,16 ,4 ,14 ,13 ,9 ,20 
1101063,종로구,종로5·6가동,01,45,241 ,83 ,13 ,26 ,8 ,21 ,7 ,4 ,22 ,10 ,9 ,17 
1101063,종로구,종로5·6가동,01,50,275 ,61 ,9 ,14 ,5 ,16 ,23 ,1 ,11 ,14 ,10 ,33 
1101063,종로구,종로5·6가동,01,55,272 ,75 ,9 ,14 ,7 ,15 ,7 ,2 ,13 ,12 ,7 ,18 
1101063,종로구,종로5·6가동,01,60,196 ,55 ,8 ,12 ,10 ,15 ,13 ,1 ,11 ,11 ,3 ,13 
1101063,종로구,종로5·6가동,01,65,147 ,61 ,10 ,9 ,12 ,10 ,7 ,0 ,5 ,7 ,10 ,7 
1101063,종로구,종로5·6가동,01,70,90 ,38 ,10 ,9 ,0 ,9 ,8 ,0 ,7 ,3 ,2 ,6 
1101063,종로구,종로5·6가동,01,75,167 ,58 ,9 ,13 ,8 ,7 ,10 ,0 ,9 ,3 ,8 ,10 
1101063,종로구,종로5·6가동,02,20,226 ,159 ,16 ,12 ,22 ,11 ,2 ,6 ,14 ,9 ,8 ,2 
1101063,종로구,종로5·6가동,02,25,219 ,135 ,12 ,12 ,19 ,17 ,3 ,8 ,13 ,9 ,22 ,3 
1101063,종로구,종로5·6가동,02,30,168 ,83 ,9 ,13 ,9 ,9 ,4 ,7 ,10 ,5 ,5 ,4 
1101063,종로구,종로5·6가동,02,35,121 ,59 ,6 ,14 ,4 ,13 ,7 ,4 ,11 ,9 ,3 ,12 
1101063,종로구,종로5·6가동,02,40,177 ,60 ,8 ,13 ,3 ,8 ,3 ,2 ,8 ,12 ,9 ,7 
1101063,종로구,종로5·6가동,02,45,226 ,79 ,6 ,24 ,6 ,26 ,12 ,2 ,25 ,8 ,3 ,33 
1101063,종로구,종로5·6가동,02,50,250 ,67 ,5 ,14 ,5 ,13 ,6 ,1 ,9 ,10 ,7 ,15 
