행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),,,,,,,,,,,
1101054,종로구,삼청동,02,25,92 ,44 ,5 ,2 ,5 ,2 ,0 ,3 ,7 ,5 ,7 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,30,93 ,42 ,6 ,8 ,3 ,9 ,6 ,4 ,12 ,7 ,3 ,6 ,,,,,,,,,,,
1101054,종로구,삼청동,02,35,112 ,49 ,6 ,8 ,2 ,3 ,0 ,4 ,7 ,5 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,40,97 ,29 ,2 ,5 ,0 ,4 ,3 ,2 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,45,116 ,33 ,5 ,6 ,2 ,4 ,0 ,1 ,4 ,2 ,1 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,50,132 ,32 ,4 ,3 ,3 ,3 ,8 ,1 ,2 ,4 ,6 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,02,55,142 ,37 ,3 ,6 ,5 ,3 ,0 ,1 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,60,113 ,27 ,3 ,3 ,3 ,4 ,4 ,1 ,3 ,3 ,0 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,02,65,86 ,22 ,1 ,3 ,2 ,1 ,3 ,0 ,1 ,1 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,70,75 ,19 ,0 ,2 ,0 ,4 ,0 ,0 ,3 ,2 ,1 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,75,147 ,58 ,0 ,0 ,1 ,1 ,3 ,0 ,0 ,0 ,1 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,01,20,599 ,104 ,9 ,7 ,12 ,7 ,11 ,13 ,12 ,8 ,10 ,6 ,,,,,,,,,,,
1101055,종로구,부암동,01,25,393 ,71 ,11 ,6 ,2 ,7 ,8 ,15 ,6 ,10 ,7 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,30,348 ,94 ,11 ,8 ,11 ,7 ,9 ,22 ,9 ,9 ,4 ,11 ,,,,,,,,,,,
1101055,종로구,부암동,01,35,316 ,77 ,15 ,9 ,10 ,7 ,13 ,18 ,10 ,7 ,6 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,40,434 ,55 ,10 ,6 ,7 ,6 ,16 ,12 ,7 ,3 ,5 ,13 ,,,,,,,,,,,
1101055,종로구,부암동,01,45,422 ,50 ,9 ,6 ,6 ,5 ,13 ,10 ,6 ,4 ,3 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,50,431 ,39 ,4 ,2 ,3 ,3 ,12 ,6 ,3 ,4 ,6 ,5 ,,,,,,,,,,,
1101055,종로구,부암동,01,55,394 ,36 ,3 ,2 ,3 ,2 ,10 ,4 ,2 ,2 ,3 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,60,293 ,33 ,4 ,3 ,2 ,2 ,10 ,3 ,3 ,3 ,2 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,01,65,215 ,45 ,4 ,3 ,5 ,3 ,5 ,1 ,3 ,0 ,6 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,01,70,159 ,35 ,7 ,4 ,0 ,4 ,13 ,0 ,4 ,0 ,1 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,01,75,296 ,76 ,1 ,1 ,2 ,1 ,9 ,2 ,1 ,1 ,1 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,20,548 ,111 ,10 ,3 ,7 ,5 ,4 ,15 ,4 ,10 ,5 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,02,25,448 ,85 ,11 ,3 ,6 ,5 ,5 ,18 ,10 ,8 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,30,363 ,92 ,7 ,3 ,4 ,4 ,0 ,19 ,5 ,7 ,4 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,35,336 ,79 ,6 ,4 ,3 ,3 ,2 ,10 ,4 ,7 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,40,465 ,53 ,4 ,4 ,1 ,3 ,2 ,8 ,4 ,6 ,3 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,45,543 ,63 ,4 ,5 ,3 ,6 ,9 ,7 ,5 ,7 ,2 ,6 ,,,,,,,,,,,
1101055,종로구,부암동,02,50,482 ,46 ,3 ,4 ,2 ,3 ,2 ,4 ,3 ,4 ,6 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,55,441 ,44 ,4 ,4 ,2 ,2 ,5 ,3 ,3 ,3 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,60,318 ,32 ,2 ,5 ,2 ,4 ,6 ,2 ,3 ,2 ,1 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,02,65,266 ,67 ,3 ,3 ,3 ,3 ,2 ,1 ,2 ,5 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,70,217 ,53 ,5 ,4 ,0 ,5 ,2 ,0 ,5 ,2 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,75,389 ,117 ,1 ,1 ,3 ,1 ,5 ,1 ,1 ,2 ,8 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,20,663 ,70 ,7 ,3 ,5 ,3 ,0 ,17 ,7 ,6 ,5 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,01,25,616 ,65 ,9 ,3 ,2 ,4 ,4 ,21 ,5 ,11 ,6 ,15 ,,,,,,,,,,,
1101056,종로구,평창동,01,30,569 ,74 ,9 ,5 ,8 ,5 ,10 ,42 ,6 ,11 ,5 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,01,35,488 ,54 ,9 ,3 ,5 ,3 ,9 ,31 ,5 ,5 ,4 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,01,40,674 ,50 ,8 ,4 ,3 ,4 ,17 ,19 ,5 ,6 ,4 ,20 ,,,,,,,,,,,
1101056,종로구,평창동,01,45,734 ,53 ,8 ,3 ,4 ,4 ,20 ,18 ,5 ,4 ,4 ,22 ,,,,,,,,,,,
1101056,종로구,평창동,01,50,843 ,56 ,6 ,4 ,2 ,2 ,19 ,11 ,3 ,7 ,8 ,19 ,,,,,,,,,,,
1101056,종로구,평창동,01,55,767 ,53 ,5 ,4 ,3 ,4 ,19 ,9 ,5 ,6 ,5 ,19 ,,,,,,,,,,,
1101056,종로구,평창동,01,60,537 ,38 ,4 ,2 ,3 ,2 ,3 ,5 ,2 ,4 ,2 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,01,65,396 ,33 ,3 ,1 ,4 ,1 ,6 ,3 ,2 ,1 ,4 ,4 ,,,,,,,,,,,
1101056,종로구,평창동,01,70,320 ,26 ,3 ,1 ,0 ,1 ,4 ,1 ,2 ,1 ,2 ,2 ,,,,,,,,,,,
1101056,종로구,평창동,01,75,490 ,119 ,3 ,1 ,12 ,2 ,5 ,3 ,1 ,2 ,9 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,02,20,606 ,67 ,7 ,3 ,4 ,3 ,6 ,16 ,4 ,2 ,3 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,25,557 ,61 ,4 ,3 ,3 ,3 ,7 ,19 ,4 ,9 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,30,603 ,70 ,9 ,4 ,6 ,4 ,7 ,33 ,5 ,6 ,2 ,10 ,,,,,,,,,,,
1101056,종로구,평창동,02,35,587 ,63 ,3 ,4 ,2 ,3 ,0 ,24 ,3 ,7 ,3 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,40,805 ,58 ,5 ,3 ,3 ,2 ,6 ,14 ,2 ,6 ,4 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,45,957 ,69 ,5 ,4 ,4 ,5 ,6 ,15 ,5 ,9 ,2 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,02,50,932 ,65 ,4 ,4 ,2 ,4 ,11 ,8 ,5 ,7 ,7 ,11 ,,,,,,,,,,,
1101056,종로구,평창동,02,55,837 ,61 ,4 ,3 ,2 ,3 ,9 ,7 ,3 ,6 ,6 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,60,593 ,47 ,4 ,5 ,2 ,4 ,9 ,3 ,5 ,3 ,2 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,65,458 ,47 ,2 ,2 ,3 ,3 ,6 ,2 ,2 ,4 ,5 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,02,70,461 ,49 ,4 ,4 ,0 ,5 ,5 ,1 ,6 ,5 ,2 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,75,876 ,256 ,9 ,7 ,9 ,7 ,15 ,3 ,8 ,7 ,13 ,15 ,,,,,,,,,,,
1101057,종로구,무악동,01,20,226 ,23 ,4 ,3 ,2 ,2 ,7 ,4 ,3 ,1 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,25,193 ,20 ,3 ,3 ,2 ,2 ,3 ,5 ,3 ,2 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,30,232 ,37 ,7 ,3 ,7 ,2 ,7 ,17 ,5 ,3 ,3 ,7 ,,,,,,,,,,,
1101057,종로구,무악동,01,35,248 ,34 ,4 ,2 ,2 ,1 ,0 ,17 ,2 ,1 ,1 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,40,398 ,29 ,4 ,2 ,5 ,1 ,4 ,11 ,3 ,1 ,4 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,45,402 ,26 ,3 ,1 ,2 ,1 ,3 ,10 ,2 ,1 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,50,343 ,29 ,3 ,1 ,3 ,1 ,4 ,5 ,2 ,2 ,6 ,4 ,,,,,,,,,,,
1101057,종로구,무악동,01,55,297 ,28 ,2 ,1 ,3 ,1 ,5 ,4 ,1 ,1 ,3 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,60,201 ,21 ,2 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,65,154 ,27 ,3 ,1 ,6 ,1 ,2 ,1 ,1 ,2 ,3 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,70,127 ,22 ,3 ,2 ,1 ,1 ,4 ,1 ,1 ,1 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,75,182 ,51 ,2 ,0 ,5 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,20,234 ,24 ,3 ,2 ,0 ,0 ,0 ,4 ,1 ,1 ,0 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,25,233 ,29 ,4 ,2 ,4 ,3 ,9 ,7 ,4 ,3 ,2 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,30,223 ,31 ,2 ,3 ,3 ,2 ,0 ,11 ,3 ,3 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,02,35,307 ,39 ,3 ,2 ,3 ,2 ,0 ,12 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,40,434 ,30 ,3 ,2 ,2 ,3 ,8 ,7 ,3 ,3 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,45,346 ,21 ,1 ,2 ,1 ,2 ,6 ,6 ,2 ,1 ,1 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,50,369 ,35 ,2 ,3 ,3 ,2 ,0 ,3 ,2 ,2 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,55,325 ,34 ,2 ,4 ,5 ,1 ,0 ,3 ,2 ,4 ,4 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,60,227 ,25 ,1 ,2 ,3 ,1 ,0 ,1 ,2 ,2 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,02,65,208 ,45 ,3 ,5 ,3 ,2 ,0 ,1 ,2 ,8 ,5 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,70,154 ,35 ,2 ,3 ,1 ,2 ,2 ,0 ,4 ,6 ,1 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,75,295 ,99 ,1 ,2 ,5 ,0 ,6 ,0 ,1 ,4 ,6 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,20,154 ,19 ,2 ,2 ,1 ,1 ,2 ,3 ,2 ,3 ,2 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,01,25,158 ,23 ,5 ,3 ,2 ,4 ,5 ,5 ,6 ,3 ,2 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,01,30,173 ,29 ,5 ,2 ,3 ,3 ,3 ,8 ,4 ,4 ,1 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,35,173 ,27 ,3 ,2 ,2 ,2 ,2 ,9 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,40,239 ,30 ,5 ,2 ,3 ,2 ,5 ,6 ,3 ,2 ,4 ,7 ,,,,,,,,,,,
1101058,종로구,교남동,01,45,202 ,24 ,3 ,3 ,2 ,2 ,7 ,5 ,3 ,1 ,2 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,01,50,223 ,28 ,4 ,2 ,2 ,1 ,3 ,3 ,3 ,2 ,5 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,55,185 ,25 ,3 ,1 ,4 ,1 ,2 ,2 ,1 ,2 ,3 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,60,166 ,21 ,2 ,2 ,2 ,2 ,4 ,1 ,2 ,1 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,65,147 ,31 ,2 ,2 ,4 ,1 ,2 ,1 ,2 ,2 ,4 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,70,77 ,15 ,2 ,2 ,0 ,1 ,2 ,0 ,1 ,0 ,0 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,01,75,132 ,45 ,1 ,0 ,5 ,0 ,3 ,0 ,1 ,1 ,3 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,20,143 ,21 ,2 ,2 ,2 ,1 ,1 ,3 ,1 ,1 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,25,166 ,27 ,3 ,2 ,4 ,2 ,3 ,6 ,4 ,2 ,1 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,30,176 ,28 ,3 ,3 ,1 ,3 ,5 ,7 ,4 ,1 ,2 ,5 ,,,,,,,,,,,
1101058,종로구,교남동,02,35,200 ,29 ,1 ,2 ,1 ,1 ,0 ,8 ,1 ,2 ,3 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,40,225 ,27 ,1 ,2 ,2 ,2 ,0 ,4 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,45,221 ,26 ,2 ,3 ,1 ,3 ,1 ,3 ,3 ,2 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,50,260 ,34 ,3 ,4 ,2 ,4 ,5 ,2 ,5 ,3 ,4 ,5 ,,,,,,,,,,,
1101058,종로구,교남동,02,55,190 ,26 ,1 ,3 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,60,207 ,28 ,3 ,3 ,2 ,3 ,2 ,1 ,3 ,2 ,1 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,65,172 ,39 ,2 ,4 ,4 ,3 ,4 ,0 ,3 ,3 ,3 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,02,70,106 ,25 ,3 ,5 ,0 ,3 ,2 ,0 ,3 ,3 ,1 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,75,180 ,72 ,1 ,2 ,2 ,3 ,3 ,0 ,2 ,2 ,4 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,20,125 ,44 ,4 ,11 ,6 ,11 ,3 ,2 ,17 ,1 ,3 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,25,138 ,50 ,8 ,4 ,4 ,4 ,4 ,6 ,7 ,3 ,3 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,30,192 ,77 ,14 ,8 ,6 ,6 ,0 ,9 ,4 ,11 ,13 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,01,35,179 ,66 ,12 ,5 ,8 ,3 ,3 ,8 ,4 ,3 ,1 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,40,204 ,50 ,9 ,5 ,9 ,5 ,15 ,5 ,7 ,4 ,4 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,01,45,217 ,49 ,8 ,6 ,6 ,6 ,4 ,4 ,6 ,4 ,5 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,50,171 ,31 ,7 ,4 ,0 ,4 ,10 ,2 ,5 ,2 ,6 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,55,159 ,29 ,7 ,3 ,1 ,3 ,7 ,1 ,4 ,3 ,3 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,01,60,138 ,27 ,2 ,5 ,1 ,2 ,3 ,1 ,2 ,2 ,1 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,65,122 ,31 ,4 ,2 ,6 ,2 ,0 ,0 ,4 ,0 ,3 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,70,73 ,19 ,3 ,2 ,0 ,2 ,5 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,75,133 ,44 ,4 ,0 ,4 ,0 ,5 ,1 ,2 ,2 ,3 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,20,129 ,51 ,11 ,4 ,4 ,4 ,0 ,4 ,2 ,4 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,25,175 ,72 ,11 ,8 ,9 ,9 ,5 ,5 ,9 ,8 ,11 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,02,30,192 ,72 ,7 ,8 ,3 ,5 ,0 ,9 ,5 ,10 ,8 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,35,185 ,62 ,5 ,9 ,2 ,12 ,9 ,5 ,5 ,6 ,3 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,40,231 ,56 ,6 ,9 ,6 ,11 ,7 ,3 ,9 ,2 ,7 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,02,45,211 ,49 ,2 ,8 ,1 ,5 ,0 ,4 ,5 ,4 ,1 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,50,192 ,36 ,6 ,8 ,3 ,4 ,12 ,1 ,6 ,3 ,4 ,12 ,,,,,,,,,,,
1101060,종로구,가회동,02,55,182 ,32 ,5 ,5 ,2 ,5 ,4 ,2 ,6 ,0 ,2 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,02,60,177 ,34 ,5 ,5 ,2 ,7 ,7 ,1 ,6 ,3 ,1 ,11 ,,,,,,,,,,,
1101060,종로구,가회동,02,65,144 ,44 ,2 ,7 ,4 ,6 ,0 ,0 ,6 ,4 ,3 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,70,115 ,32 ,5 ,6 ,0 ,8 ,3 ,0 ,5 ,2 ,2 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,75,197 ,74 ,2 ,5 ,4 ,5 ,5 ,0 ,3 ,5 ,1 ,5 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,20,209 ,129 ,19 ,13 ,22 ,20 ,6 ,5 ,19 ,11 ,17 ,6 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,25,366 ,239 ,27 ,43 ,33 ,53 ,18 ,15 ,51 ,37 ,38 ,18 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,30,344 ,186 ,43 ,44 ,30 ,44 ,15 ,19 ,54 ,30 ,23 ,25 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,35,296 ,199 ,45 ,45 ,18 ,42 ,21 ,16 ,49 ,22 ,16 ,25 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,40,323 ,159 ,39 ,43 ,30 ,38 ,17 ,10 ,44 ,17 ,14 ,34 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,45,374 ,181 ,57 ,50 ,30 ,52 ,35 ,10 ,60 ,14 ,11 ,48 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,50,408 ,156 ,39 ,42 ,20 ,43 ,34 ,5 ,43 ,23 ,24 ,58 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,55,447 ,189 ,39 ,40 ,34 ,44 ,36 ,4 ,42 ,35 ,21 ,47 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,60,361 ,152 ,34 ,36 ,31 ,43 ,25 ,2 ,35 ,22 ,7 ,36 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,65,272 ,110 ,26 ,21 ,27 ,20 ,30 ,1 ,22 ,13 ,13 ,26 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,70,165 ,72 ,18 ,13 ,2 ,11 ,12 ,0 ,12 ,12 ,4 ,11 ,,,,,,,,,,,
