행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),,,,,,,,,,,
1101054,종로구,삼청동,01,35,99 ,47 ,3 ,5 ,8 ,5 ,5 ,5 ,3 ,5 ,3 ,5 ,,,,,,,,,,,
1101054,종로구,삼청동,01,40,102 ,32 ,5 ,4 ,2 ,4 ,5 ,3 ,3 ,6 ,0 ,8 ,,,,,,,,,,,
1101054,종로구,삼청동,01,45,110 ,34 ,5 ,1 ,4 ,4 ,0 ,3 ,2 ,4 ,2 ,4 ,,,,,,,,,,,
1101054,종로구,삼청동,01,50,110 ,31 ,10 ,7 ,1 ,7 ,13 ,1 ,7 ,2 ,6 ,10 ,,,,,,,,,,,
1101054,종로구,삼청동,01,55,113 ,28 ,4 ,4 ,1 ,3 ,0 ,1 ,1 ,6 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,60,84 ,21 ,2 ,2 ,1 ,2 ,0 ,1 ,3 ,2 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,65,77 ,17 ,2 ,0 ,1 ,2 ,2 ,0 ,2 ,0 ,2 ,2 ,,,,,,,,,,,
1101054,종로구,삼청동,01,70,68 ,17 ,3 ,1 ,0 ,3 ,0 ,0 ,1 ,1 ,2 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,75,79 ,25 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,20,60 ,28 ,0 ,3 ,6 ,3 ,0 ,1 ,3 ,0 ,0 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,02,25,92 ,45 ,3 ,5 ,3 ,8 ,0 ,2 ,8 ,5 ,11 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,30,93 ,42 ,7 ,10 ,3 ,12 ,12 ,4 ,11 ,5 ,2 ,8 ,,,,,,,,,,,
1101054,종로구,삼청동,02,35,112 ,49 ,4 ,2 ,4 ,2 ,0 ,5 ,5 ,5 ,2 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,40,97 ,29 ,2 ,4 ,3 ,3 ,5 ,2 ,2 ,2 ,3 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,45,116 ,33 ,2 ,5 ,2 ,3 ,0 ,1 ,3 ,2 ,0 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,50,132 ,33 ,3 ,3 ,1 ,2 ,4 ,1 ,2 ,3 ,7 ,4 ,,,,,,,,,,,
1101054,종로구,삼청동,02,55,142 ,33 ,3 ,6 ,4 ,3 ,0 ,1 ,3 ,1 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,60,113 ,28 ,1 ,5 ,0 ,6 ,4 ,1 ,3 ,2 ,0 ,4 ,,,,,,,,,,,
1101054,종로구,삼청동,02,65,86 ,21 ,1 ,3 ,2 ,1 ,0 ,0 ,2 ,0 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,70,75 ,19 ,2 ,2 ,0 ,5 ,0 ,0 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,75,147 ,58 ,0 ,1 ,1 ,0 ,3 ,0 ,0 ,1 ,1 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,01,20,599 ,106 ,8 ,6 ,12 ,8 ,11 ,14 ,13 ,10 ,8 ,11 ,,,,,,,,,,,
1101055,종로구,부암동,01,25,393 ,71 ,10 ,8 ,3 ,7 ,12 ,14 ,8 ,10 ,11 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,30,352 ,105 ,10 ,11 ,8 ,9 ,13 ,19 ,9 ,11 ,5 ,13 ,,,,,,,,,,,
1101055,종로구,부암동,01,35,316 ,77 ,14 ,9 ,9 ,7 ,14 ,18 ,8 ,5 ,5 ,11 ,,,,,,,,,,,
1101055,종로구,부암동,01,40,434 ,54 ,8 ,5 ,5 ,4 ,8 ,11 ,5 ,2 ,4 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,45,422 ,50 ,9 ,6 ,5 ,5 ,11 ,9 ,6 ,4 ,2 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,50,431 ,39 ,4 ,2 ,2 ,2 ,12 ,6 ,3 ,3 ,6 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,55,394 ,36 ,3 ,2 ,3 ,3 ,15 ,4 ,2 ,3 ,3 ,13 ,,,,,,,,,,,
1101055,종로구,부암동,01,60,293 ,31 ,4 ,3 ,2 ,2 ,11 ,3 ,2 ,2 ,2 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,01,65,215 ,46 ,4 ,3 ,5 ,3 ,5 ,1 ,3 ,1 ,6 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,01,70,153 ,34 ,6 ,3 ,0 ,3 ,11 ,0 ,4 ,0 ,2 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,75,302 ,79 ,1 ,2 ,2 ,1 ,5 ,2 ,2 ,1 ,1 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,20,548 ,113 ,12 ,3 ,10 ,4 ,0 ,14 ,5 ,12 ,7 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,02,25,448 ,84 ,7 ,4 ,5 ,5 ,0 ,16 ,8 ,8 ,4 ,6 ,,,,,,,,,,,
1101055,종로구,부암동,02,30,363 ,92 ,9 ,4 ,7 ,3 ,0 ,17 ,7 ,8 ,5 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,35,336 ,80 ,3 ,7 ,3 ,3 ,3 ,10 ,3 ,11 ,3 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,02,40,465 ,53 ,4 ,4 ,2 ,3 ,0 ,7 ,2 ,5 ,4 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,45,543 ,64 ,6 ,8 ,2 ,7 ,12 ,7 ,4 ,6 ,3 ,12 ,,,,,,,,,,,
1101055,종로구,부암동,02,50,482 ,46 ,4 ,4 ,2 ,3 ,2 ,4 ,3 ,4 ,7 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,55,441 ,43 ,4 ,5 ,1 ,2 ,5 ,3 ,3 ,2 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,60,318 ,33 ,3 ,5 ,1 ,4 ,7 ,2 ,3 ,3 ,0 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,02,65,266 ,67 ,3 ,4 ,4 ,2 ,2 ,1 ,1 ,6 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,70,215 ,53 ,4 ,10 ,0 ,4 ,2 ,0 ,5 ,1 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,75,391 ,118 ,3 ,1 ,2 ,1 ,10 ,1 ,1 ,2 ,7 ,10 ,,,,,,,,,,,
1101056,종로구,평창동,01,20,663 ,68 ,9 ,4 ,7 ,2 ,0 ,15 ,4 ,7 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,25,616 ,65 ,8 ,3 ,4 ,3 ,10 ,20 ,5 ,10 ,5 ,14 ,,,,,,,,,,,
1101056,종로구,평창동,01,30,569 ,73 ,9 ,5 ,8 ,4 ,3 ,39 ,6 ,10 ,5 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,01,35,488 ,55 ,9 ,3 ,4 ,3 ,7 ,31 ,4 ,5 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,40,674 ,49 ,8 ,4 ,4 ,3 ,18 ,18 ,5 ,5 ,3 ,13 ,,,,,,,,,,,
1101056,종로구,평창동,01,45,734 ,55 ,9 ,5 ,4 ,4 ,25 ,18 ,5 ,4 ,4 ,28 ,,,,,,,,,,,
1101056,종로구,평창동,01,50,843 ,55 ,6 ,3 ,3 ,2 ,14 ,11 ,3 ,6 ,9 ,11 ,,,,,,,,,,,
1101056,종로구,평창동,01,55,767 ,53 ,5 ,3 ,3 ,2 ,10 ,10 ,4 ,5 ,5 ,17 ,,,,,,,,,,,
1101056,종로구,평창동,01,60,537 ,39 ,4 ,3 ,2 ,3 ,7 ,5 ,3 ,4 ,2 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,01,65,396 ,32 ,3 ,1 ,5 ,1 ,7 ,3 ,1 ,1 ,4 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,01,70,328 ,27 ,3 ,1 ,0 ,1 ,4 ,1 ,2 ,1 ,2 ,2 ,,,,,,,,,,,
1101056,종로구,평창동,01,75,482 ,119 ,4 ,2 ,13 ,2 ,2 ,4 ,1 ,2 ,11 ,2 ,,,,,,,,,,,
1101056,종로구,평창동,02,20,606 ,67 ,8 ,3 ,8 ,3 ,5 ,16 ,4 ,3 ,3 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,25,557 ,61 ,7 ,4 ,5 ,5 ,7 ,19 ,4 ,9 ,2 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,30,603 ,71 ,7 ,4 ,8 ,5 ,7 ,32 ,5 ,6 ,2 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,35,587 ,62 ,4 ,4 ,1 ,4 ,0 ,23 ,4 ,7 ,3 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,40,805 ,60 ,5 ,4 ,3 ,2 ,5 ,14 ,3 ,6 ,5 ,8 ,,,,,,,,,,,
1101056,종로구,평창동,02,45,957 ,69 ,5 ,5 ,4 ,5 ,11 ,15 ,4 ,10 ,2 ,11 ,,,,,,,,,,,
1101056,종로구,평창동,02,50,932 ,65 ,3 ,4 ,2 ,3 ,9 ,9 ,5 ,6 ,8 ,13 ,,,,,,,,,,,
1101056,종로구,평창동,02,55,837 ,61 ,5 ,4 ,2 ,3 ,13 ,7 ,4 ,6 ,5 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,02,60,593 ,45 ,4 ,4 ,2 ,4 ,5 ,3 ,4 ,3 ,1 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,65,458 ,46 ,2 ,2 ,2 ,2 ,9 ,2 ,1 ,3 ,6 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,02,70,463 ,47 ,4 ,4 ,0 ,6 ,8 ,1 ,6 ,4 ,2 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,75,874 ,251 ,9 ,7 ,8 ,5 ,8 ,3 ,9 ,7 ,12 ,13 ,,,,,,,,,,,
1101057,종로구,무악동,01,20,226 ,23 ,4 ,3 ,1 ,3 ,0 ,3 ,2 ,1 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,25,193 ,20 ,3 ,3 ,1 ,2 ,2 ,5 ,3 ,3 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,30,232 ,37 ,7 ,6 ,6 ,3 ,11 ,14 ,4 ,2 ,2 ,7 ,,,,,,,,,,,
1101057,종로구,무악동,01,35,248 ,36 ,3 ,2 ,5 ,1 ,0 ,16 ,2 ,3 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,40,398 ,29 ,4 ,2 ,5 ,1 ,10 ,11 ,3 ,1 ,6 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,45,402 ,26 ,4 ,1 ,2 ,1 ,0 ,10 ,1 ,1 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,50,343 ,29 ,3 ,1 ,2 ,1 ,4 ,5 ,2 ,2 ,6 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,55,297 ,29 ,2 ,2 ,3 ,1 ,3 ,3 ,1 ,1 ,3 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,60,201 ,20 ,1 ,1 ,1 ,0 ,2 ,2 ,1 ,2 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,65,154 ,28 ,2 ,2 ,4 ,1 ,3 ,1 ,1 ,2 ,3 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,70,130 ,22 ,5 ,2 ,0 ,1 ,6 ,0 ,3 ,1 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,75,179 ,51 ,1 ,1 ,5 ,0 ,4 ,0 ,0 ,2 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,20,234 ,25 ,3 ,3 ,2 ,1 ,0 ,4 ,1 ,1 ,0 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,25,233 ,29 ,4 ,2 ,3 ,2 ,11 ,7 ,3 ,3 ,1 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,30,223 ,32 ,2 ,4 ,3 ,3 ,3 ,11 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,02,35,307 ,39 ,3 ,1 ,5 ,0 ,0 ,12 ,1 ,2 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,40,434 ,30 ,3 ,3 ,2 ,3 ,8 ,7 ,3 ,4 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,02,45,346 ,22 ,1 ,2 ,1 ,2 ,6 ,6 ,2 ,1 ,1 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,50,369 ,35 ,2 ,4 ,3 ,2 ,2 ,3 ,2 ,2 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,55,325 ,31 ,2 ,4 ,3 ,1 ,0 ,2 ,1 ,2 ,4 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,60,227 ,24 ,0 ,2 ,2 ,2 ,0 ,1 ,2 ,2 ,1 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,65,208 ,47 ,4 ,6 ,3 ,2 ,0 ,1 ,1 ,7 ,4 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,70,147 ,31 ,3 ,3 ,1 ,3 ,0 ,0 ,4 ,4 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,75,302 ,101 ,3 ,4 ,4 ,1 ,9 ,0 ,1 ,5 ,4 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,20,154 ,20 ,3 ,2 ,1 ,2 ,2 ,3 ,2 ,3 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,25,158 ,24 ,5 ,4 ,2 ,4 ,12 ,5 ,6 ,3 ,2 ,12 ,,,,,,,,,,,
1101058,종로구,교남동,01,30,173 ,30 ,4 ,2 ,4 ,2 ,2 ,8 ,3 ,3 ,2 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,01,35,173 ,27 ,3 ,2 ,2 ,2 ,1 ,9 ,2 ,1 ,3 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,40,239 ,30 ,5 ,2 ,3 ,2 ,6 ,6 ,3 ,2 ,4 ,8 ,,,,,,,,,,,
1101058,종로구,교남동,01,45,201 ,25 ,4 ,2 ,2 ,2 ,4 ,5 ,3 ,1 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,50,221 ,28 ,4 ,2 ,2 ,1 ,3 ,2 ,3 ,2 ,4 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,55,172 ,22 ,3 ,1 ,2 ,1 ,1 ,2 ,1 ,3 ,3 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,60,149 ,19 ,2 ,2 ,1 ,2 ,6 ,1 ,2 ,1 ,1 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,01,65,139 ,28 ,3 ,3 ,3 ,2 ,1 ,0 ,3 ,1 ,2 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,01,70,69 ,14 ,2 ,2 ,0 ,1 ,2 ,0 ,2 ,1 ,1 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,75,133 ,45 ,1 ,2 ,4 ,1 ,3 ,0 ,1 ,1 ,3 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,20,143 ,21 ,2 ,2 ,1 ,1 ,0 ,3 ,1 ,1 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,25,158 ,26 ,2 ,2 ,4 ,2 ,2 ,6 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,30,176 ,28 ,4 ,4 ,2 ,3 ,4 ,7 ,4 ,2 ,2 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,02,35,193 ,28 ,1 ,2 ,2 ,1 ,1 ,7 ,1 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,40,223 ,28 ,1 ,3 ,2 ,2 ,1 ,4 ,2 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,45,208 ,25 ,2 ,3 ,1 ,3 ,1 ,3 ,3 ,2 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,50,250 ,34 ,3 ,4 ,2 ,3 ,7 ,2 ,4 ,3 ,3 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,02,55,190 ,25 ,2 ,3 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,60,197 ,28 ,3 ,4 ,2 ,2 ,2 ,1 ,2 ,2 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,65,164 ,38 ,2 ,5 ,4 ,4 ,6 ,0 ,4 ,3 ,3 ,9 ,,,,,,,,,,,
1101058,종로구,교남동,02,70,109 ,25 ,4 ,5 ,0 ,3 ,3 ,0 ,3 ,4 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,75,171 ,69 ,3 ,5 ,3 ,3 ,4 ,0 ,2 ,2 ,3 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,01,20,125 ,42 ,7 ,8 ,8 ,10 ,0 ,3 ,18 ,1 ,5 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,25,138 ,49 ,9 ,3 ,5 ,6 ,3 ,4 ,6 ,6 ,4 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,30,192 ,79 ,17 ,9 ,7 ,4 ,0 ,10 ,9 ,7 ,11 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,01,35,179 ,69 ,14 ,7 ,4 ,3 ,4 ,8 ,6 ,4 ,3 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,01,40,204 ,49 ,8 ,4 ,6 ,4 ,14 ,4 ,8 ,4 ,3 ,12 ,,,,,,,,,,,
1101060,종로구,가회동,01,45,217 ,49 ,10 ,8 ,6 ,7 ,4 ,5 ,6 ,3 ,6 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,01,50,171 ,30 ,7 ,3 ,0 ,4 ,7 ,1 ,7 ,2 ,5 ,2 ,,,,,,,,,,,
1101060,종로구,가회동,01,55,159 ,29 ,6 ,4 ,2 ,3 ,11 ,1 ,5 ,3 ,3 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,01,60,138 ,27 ,3 ,5 ,2 ,3 ,2 ,1 ,3 ,2 ,1 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,65,122 ,30 ,4 ,3 ,4 ,2 ,0 ,0 ,4 ,1 ,3 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,70,72 ,19 ,4 ,2 ,0 ,2 ,2 ,0 ,3 ,1 ,0 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,75,134 ,43 ,2 ,0 ,4 ,1 ,4 ,1 ,2 ,1 ,3 ,2 ,,,,,,,,,,,
1101060,종로구,가회동,02,20,129 ,50 ,8 ,4 ,4 ,4 ,0 ,4 ,2 ,4 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,25,175 ,71 ,11 ,10 ,6 ,9 ,5 ,6 ,13 ,6 ,9 ,10 ,,,,,,,,,,,
1101060,종로구,가회동,02,30,192 ,76 ,8 ,7 ,4 ,5 ,0 ,9 ,6 ,11 ,9 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,35,185 ,63 ,5 ,10 ,0 ,9 ,9 ,5 ,5 ,4 ,1 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,40,231 ,57 ,5 ,9 ,6 ,10 ,10 ,3 ,5 ,5 ,5 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,02,45,211 ,49 ,3 ,6 ,2 ,4 ,4 ,4 ,4 ,3 ,3 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,50,192 ,36 ,6 ,7 ,2 ,4 ,10 ,1 ,6 ,4 ,3 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,02,55,182 ,33 ,4 ,3 ,2 ,5 ,4 ,1 ,4 ,2 ,2 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,60,177 ,34 ,4 ,7 ,0 ,8 ,5 ,1 ,6 ,3 ,1 ,7 ,,,,,,,,,,,
1101060,종로구,가회동,02,65,144 ,44 ,3 ,6 ,4 ,5 ,0 ,0 ,6 ,5 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,70,116 ,32 ,3 ,5 ,0 ,10 ,3 ,0 ,6 ,2 ,2 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,75,196 ,75 ,2 ,6 ,2 ,7 ,11 ,0 ,5 ,4 ,1 ,8 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,20,209 ,129 ,18 ,12 ,16 ,23 ,5 ,5 ,23 ,7 ,12 ,5 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,25,366 ,236 ,19 ,44 ,19 ,56 ,14 ,14 ,49 ,39 ,40 ,20 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,30,344 ,186 ,48 ,44 ,29 ,47 ,21 ,18 ,51 ,30 ,23 ,27 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,35,294 ,144 ,36 ,34 ,15 ,38 ,24 ,14 ,41 ,15 ,11 ,29 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,40,324 ,158 ,40 ,47 ,24 ,42 ,22 ,9 ,45 ,15 ,15 ,33 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,45,374 ,179 ,58 ,52 ,31 ,55 ,41 ,9 ,58 ,12 ,11 ,59 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,50,408 ,156 ,42 ,44 ,22 ,46 ,39 ,5 ,45 ,20 ,23 ,62 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,55,447 ,191 ,38 ,43 ,40 ,47 ,34 ,4 ,43 ,35 ,19 ,49 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,60,361 ,155 ,31 ,37 ,31 ,42 ,20 ,3 ,36 ,25 ,7 ,33 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,65,272 ,110 ,26 ,24 ,30 ,21 ,31 ,1 ,20 ,12 ,13 ,27 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,70,163 ,72 ,18 ,13 ,3 ,10 ,7 ,0 ,12 ,13 ,4 ,9 ,,,,,,,,,,,
