행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
1101055,종로구,부암동,02,25,448 ,82 ,7 ,5 ,4 ,7 ,6 ,14 ,6 ,12 ,4 ,5 
1101055,종로구,부암동,02,30,363 ,99 ,7 ,8 ,2 ,6 ,4 ,18 ,7 ,11 ,1 ,4 
1101055,종로구,부암동,02,35,336 ,79 ,5 ,6 ,4 ,5 ,3 ,8 ,5 ,9 ,2 ,3 
1101055,종로구,부암동,02,40,465 ,50 ,5 ,4 ,3 ,3 ,10 ,8 ,4 ,4 ,4 ,0 
1101055,종로구,부암동,02,45,543 ,65 ,5 ,6 ,3 ,6 ,16 ,8 ,5 ,6 ,5 ,16 
1101055,종로구,부암동,02,50,482 ,44 ,4 ,5 ,2 ,3 ,5 ,3 ,3 ,4 ,5 ,5 
1101055,종로구,부암동,02,55,441 ,44 ,3 ,3 ,3 ,2 ,13 ,3 ,2 ,2 ,4 ,10 
1101055,종로구,부암동,02,60,318 ,31 ,2 ,6 ,1 ,4 ,6 ,2 ,3 ,2 ,1 ,11 
1101055,종로구,부암동,02,65,266 ,65 ,3 ,3 ,3 ,3 ,4 ,1 ,3 ,4 ,6 ,0 
1101055,종로구,부암동,02,70,216 ,53 ,4 ,8 ,0 ,3 ,2 ,0 ,3 ,3 ,5 ,2 
1101055,종로구,부암동,02,75,394 ,120 ,9 ,11 ,4 ,17 ,14 ,1 ,15 ,3 ,14 ,17 
1101056,종로구,평창동,01,20,663 ,61 ,6 ,3 ,6 ,4 ,6 ,15 ,6 ,5 ,3 ,9 
1101056,종로구,평창동,01,25,616 ,65 ,7 ,3 ,3 ,6 ,18 ,20 ,6 ,10 ,7 ,14 
1101056,종로구,평창동,01,30,569 ,71 ,9 ,4 ,11 ,4 ,12 ,41 ,5 ,11 ,7 ,18 
1101056,종로구,평창동,01,35,488 ,54 ,8 ,3 ,4 ,3 ,11 ,30 ,5 ,5 ,3 ,11 
1101056,종로구,평창동,01,40,674 ,52 ,7 ,3 ,4 ,3 ,10 ,19 ,3 ,5 ,2 ,12 
1101056,종로구,평창동,01,45,734 ,58 ,9 ,2 ,5 ,4 ,21 ,18 ,5 ,4 ,4 ,24 
1101056,종로구,평창동,01,50,843 ,58 ,6 ,2 ,4 ,2 ,11 ,11 ,4 ,6 ,8 ,8 
1101056,종로구,평창동,01,55,767 ,54 ,5 ,3 ,2 ,2 ,14 ,9 ,4 ,5 ,5 ,17 
1101056,종로구,평창동,01,60,537 ,41 ,4 ,2 ,3 ,2 ,2 ,5 ,2 ,4 ,2 ,4 
1101056,종로구,평창동,01,65,396 ,33 ,3 ,2 ,5 ,1 ,10 ,3 ,2 ,1 ,4 ,4 
1101056,종로구,평창동,01,70,319 ,26 ,2 ,0 ,0 ,1 ,3 ,2 ,1 ,1 ,2 ,2 
1101056,종로구,평창동,01,75,491 ,126 ,7 ,6 ,19 ,6 ,0 ,3 ,4 ,2 ,15 ,5 
1101056,종로구,평창동,02,20,606 ,62 ,7 ,4 ,5 ,3 ,9 ,16 ,3 ,3 ,2 ,9 
1101056,종로구,평창동,02,25,557 ,63 ,3 ,3 ,5 ,5 ,10 ,20 ,4 ,9 ,2 ,10 
1101056,종로구,평창동,02,30,603 ,69 ,7 ,4 ,4 ,5 ,7 ,28 ,5 ,6 ,2 ,10 
1101056,종로구,평창동,02,35,587 ,62 ,3 ,3 ,2 ,3 ,2 ,24 ,3 ,5 ,3 ,2 
1101056,종로구,평창동,02,40,805 ,60 ,5 ,3 ,4 ,3 ,17 ,16 ,3 ,5 ,4 ,14 
1101056,종로구,평창동,02,45,957 ,69 ,4 ,5 ,4 ,5 ,12 ,15 ,5 ,9 ,2 ,18 
1101056,종로구,평창동,02,50,932 ,63 ,4 ,3 ,2 ,3 ,16 ,9 ,4 ,6 ,7 ,15 
1101056,종로구,평창동,02,55,837 ,60 ,4 ,3 ,2 ,2 ,9 ,6 ,3 ,5 ,3 ,9 
1101056,종로구,평창동,02,60,593 ,47 ,4 ,4 ,2 ,3 ,7 ,3 ,3 ,3 ,1 ,3 
1101056,종로구,평창동,02,65,458 ,47 ,2 ,1 ,2 ,2 ,3 ,2 ,1 ,2 ,6 ,0 
1101056,종로구,평창동,02,70,480 ,49 ,4 ,4 ,0 ,4 ,5 ,1 ,4 ,4 ,2 ,3 
1101056,종로구,평창동,02,75,857 ,261 ,20 ,15 ,12 ,16 ,8 ,3 ,15 ,14 ,23 ,8 
1101057,종로구,무악동,01,20,223 ,28 ,5 ,3 ,3 ,2 ,3 ,7 ,4 ,1 ,3 ,0 
1101057,종로구,무악동,01,25,186 ,19 ,4 ,2 ,1 ,2 ,5 ,5 ,2 ,1 ,1 ,0 
1101057,종로구,무악동,01,30,225 ,37 ,7 ,4 ,3 ,6 ,10 ,15 ,6 ,2 ,3 ,10 
1101057,종로구,무악동,01,35,245 ,36 ,3 ,2 ,3 ,1 ,0 ,17 ,2 ,3 ,1 ,0 
1101057,종로구,무악동,01,40,398 ,30 ,4 ,2 ,4 ,2 ,3 ,11 ,3 ,2 ,4 ,3 
1101057,종로구,무악동,01,45,382 ,27 ,3 ,2 ,1 ,1 ,0 ,9 ,2 ,1 ,2 ,0 
1101057,종로구,무악동,01,50,333 ,29 ,3 ,1 ,3 ,1 ,4 ,4 ,2 ,2 ,5 ,0 
1101057,종로구,무악동,01,55,282 ,27 ,3 ,1 ,2 ,1 ,2 ,3 ,1 ,1 ,2 ,2 
1101057,종로구,무악동,01,60,194 ,19 ,2 ,1 ,2 ,1 ,3 ,2 ,1 ,1 ,1 ,2 
1101057,종로구,무악동,01,65,146 ,25 ,1 ,2 ,5 ,1 ,2 ,1 ,1 ,1 ,4 ,2 
1101057,종로구,무악동,01,70,120 ,21 ,4 ,1 ,1 ,1 ,4 ,0 ,2 ,1 ,1 ,2 
1101057,종로구,무악동,01,75,175 ,49 ,5 ,5 ,8 ,2 ,2 ,0 ,4 ,5 ,4 ,0 
1101057,종로구,무악동,02,20,221 ,22 ,3 ,2 ,2 ,1 ,2 ,4 ,1 ,1 ,0 ,2 
1101057,종로구,무악동,02,25,218 ,28 ,3 ,2 ,2 ,1 ,3 ,6 ,1 ,3 ,1 ,6 
1101057,종로구,무악동,02,30,201 ,33 ,1 ,2 ,2 ,1 ,0 ,10 ,1 ,3 ,3 ,0 
1101057,종로구,무악동,02,35,293 ,40 ,4 ,2 ,3 ,2 ,3 ,11 ,3 ,1 ,3 ,3 
1101057,종로구,무악동,02,40,431 ,31 ,2 ,2 ,2 ,2 ,3 ,8 ,2 ,2 ,2 ,3 
1101057,종로구,무악동,02,45,333 ,23 ,1 ,3 ,1 ,2 ,4 ,6 ,2 ,2 ,1 ,4 
1101057,종로구,무악동,02,50,365 ,34 ,1 ,3 ,2 ,1 ,0 ,3 ,2 ,2 ,4 ,0 
1101057,종로구,무악동,02,55,315 ,31 ,1 ,3 ,0 ,1 ,2 ,2 ,1 ,2 ,2 ,2 
1101057,종로구,무악동,02,60,215 ,25 ,2 ,3 ,2 ,2 ,0 ,1 ,3 ,1 ,1 ,0 
1101057,종로구,무악동,02,65,200 ,42 ,3 ,4 ,4 ,2 ,0 ,1 ,2 ,7 ,5 ,0 
1101057,종로구,무악동,02,70,143 ,34 ,3 ,4 ,0 ,4 ,2 ,0 ,4 ,5 ,2 ,0 
1101057,종로구,무악동,02,75,297 ,98 ,10 ,9 ,8 ,2 ,0 ,0 ,6 ,17 ,8 ,6 
1101058,종로구,교남동,01,20,157 ,28 ,3 ,3 ,2 ,4 ,7 ,3 ,3 ,3 ,2 ,7 
1101058,종로구,교남동,01,25,165 ,37 ,7 ,4 ,5 ,6 ,6 ,6 ,7 ,4 ,3 ,10 
1101058,종로구,교남동,01,30,180 ,60 ,8 ,6 ,5 ,4 ,3 ,8 ,7 ,5 ,4 ,3 
1101058,종로구,교남동,01,35,176 ,43 ,4 ,2 ,5 ,2 ,0 ,10 ,2 ,3 ,4 ,0 
1101058,종로구,교남동,01,40,242 ,55 ,9 ,3 ,7 ,3 ,6 ,7 ,6 ,3 ,6 ,6 
1101058,종로구,교남동,01,45,217 ,43 ,5 ,3 ,6 ,3 ,3 ,6 ,4 ,3 ,3 ,1 
1101058,종로구,교남동,01,50,219 ,44 ,6 ,3 ,3 ,2 ,4 ,3 ,4 ,4 ,7 ,5 
1101058,종로구,교남동,01,55,185 ,42 ,6 ,3 ,7 ,2 ,3 ,2 ,3 ,4 ,5 ,2 
1101058,종로구,교남동,01,60,163 ,29 ,3 ,2 ,3 ,2 ,3 ,1 ,3 ,3 ,2 ,2 
1101058,종로구,교남동,01,65,147 ,45 ,4 ,2 ,6 ,3 ,1 ,1 ,5 ,2 ,6 ,2 
1101058,종로구,교남동,01,70,83 ,25 ,4 ,2 ,0 ,2 ,1 ,0 ,3 ,1 ,1 ,2 
1101058,종로구,교남동,01,75,126 ,65 ,5 ,2 ,6 ,3 ,1 ,0 ,5 ,2 ,5 ,1 
1101058,종로구,교남동,02,20,157 ,31 ,3 ,1 ,2 ,1 ,0 ,4 ,1 ,1 ,2 ,0 
1101058,종로구,교남동,02,25,173 ,54 ,5 ,5 ,8 ,4 ,2 ,8 ,6 ,5 ,2 ,4 
1101058,종로구,교남동,02,30,198 ,51 ,6 ,5 ,4 ,6 ,2 ,8 ,6 ,3 ,3 ,5 
1101058,종로구,교남동,02,35,192 ,52 ,3 ,2 ,3 ,2 ,0 ,8 ,2 ,4 ,3 ,0 
1101058,종로구,교남동,02,40,224 ,53 ,1 ,3 ,4 ,4 ,1 ,5 ,3 ,4 ,4 ,0 
1101058,종로구,교남동,02,45,212 ,39 ,4 ,3 ,3 ,4 ,2 ,4 ,4 ,3 ,2 ,1 
1101058,종로구,교남동,02,50,248 ,46 ,6 ,3 ,4 ,4 ,6 ,2 ,5 ,3 ,4 ,4 
1101058,종로구,교남동,02,55,200 ,45 ,3 ,4 ,3 ,4 ,2 ,1 ,6 ,4 ,4 ,5 
1101058,종로구,교남동,02,60,205 ,37 ,3 ,3 ,3 ,3 ,4 ,1 ,3 ,2 ,1 ,2 
1101058,종로구,교남동,02,65,167 ,53 ,2 ,3 ,5 ,4 ,2 ,0 ,4 ,5 ,5 ,3 
1101058,종로구,교남동,02,70,115 ,37 ,4 ,5 ,0 ,5 ,3 ,0 ,5 ,3 ,2 ,4 
1101058,종로구,교남동,02,75,173 ,83 ,5 ,6 ,4 ,5 ,0 ,0 ,6 ,8 ,8 ,3 
1101060,종로구,가회동,01,20,122 ,53 ,6 ,5 ,17 ,5 ,0 ,3 ,10 ,0 ,6 ,0 
1101060,종로구,가회동,01,25,135 ,52 ,9 ,2 ,5 ,4 ,3 ,4 ,5 ,5 ,4 ,3 
1101060,종로구,가회동,01,30,181 ,70 ,10 ,9 ,10 ,6 ,5 ,9 ,6 ,8 ,10 ,5 
1101060,종로구,가회동,01,35,175 ,83 ,16 ,12 ,5 ,7 ,4 ,9 ,7 ,9 ,4 ,4 
1101060,종로구,가회동,01,40,201 ,47 ,8 ,8 ,6 ,5 ,17 ,4 ,8 ,4 ,4 ,14 
1101060,종로구,가회동,01,45,209 ,48 ,8 ,10 ,5 ,8 ,12 ,4 ,7 ,3 ,3 ,8 
1101060,종로구,가회동,01,50,166 ,28 ,5 ,3 ,3 ,3 ,5 ,2 ,5 ,3 ,5 ,0 
1101060,종로구,가회동,01,55,153 ,27 ,5 ,6 ,1 ,3 ,10 ,1 ,4 ,3 ,2 ,6 
1101060,종로구,가회동,01,60,133 ,28 ,2 ,5 ,2 ,2 ,0 ,1 ,1 ,3 ,2 ,0 
1101060,종로구,가회동,01,65,122 ,29 ,4 ,3 ,3 ,2 ,2 ,0 ,3 ,0 ,1 ,0 
1101060,종로구,가회동,01,70,72 ,18 ,3 ,1 ,0 ,1 ,2 ,0 ,1 ,1 ,0 ,0 
1101060,종로구,가회동,01,75,127 ,42 ,3 ,3 ,8 ,4 ,4 ,1 ,4 ,2 ,4 ,2 
1101060,종로구,가회동,02,20,129 ,51 ,10 ,5 ,0 ,5 ,0 ,3 ,2 ,0 ,2 ,0 
1101060,종로구,가회동,02,25,162 ,60 ,11 ,10 ,3 ,6 ,4 ,6 ,8 ,7 ,3 ,4 
1101060,종로구,가회동,02,30,188 ,75 ,10 ,6 ,3 ,5 ,0 ,8 ,5 ,11 ,6 ,4 
1101060,종로구,가회동,02,35,173 ,61 ,7 ,11 ,3 ,5 ,4 ,6 ,6 ,4 ,4 ,0 
1101060,종로구,가회동,02,40,228 ,55 ,7 ,6 ,6 ,8 ,9 ,3 ,6 ,3 ,7 ,9 
1101060,종로구,가회동,02,45,211 ,47 ,2 ,9 ,2 ,5 ,0 ,3 ,5 ,4 ,1 ,4 
1101060,종로구,가회동,02,50,180 ,35 ,5 ,8 ,1 ,4 ,11 ,1 ,4 ,5 ,4 ,7 
1101060,종로구,가회동,02,55,178 ,33 ,4 ,8 ,1 ,5 ,4 ,1 ,5 ,0 ,3 ,4 
1101060,종로구,가회동,02,60,168 ,36 ,4 ,8 ,1 ,5 ,4 ,1 ,5 ,3 ,1 ,7 
1101060,종로구,가회동,02,65,144 ,48 ,2 ,10 ,0 ,6 ,3 ,0 ,4 ,7 ,6 ,0 
1101060,종로구,가회동,02,70,106 ,31 ,4 ,5 ,0 ,8 ,5 ,0 ,4 ,3 ,1 ,2 
1101060,종로구,가회동,02,75,187 ,74 ,9 ,15 ,6 ,15 ,7 ,1 ,10 ,5 ,4 ,5 
1101061,종로구,종로1·2·3·4가동,01,20,209 ,135 ,18 ,17 ,17 ,20 ,9 ,6 ,22 ,6 ,12 ,7 
1101061,종로구,종로1·2·3·4가동,01,25,366 ,253 ,23 ,44 ,34 ,53 ,14 ,17 ,45 ,37 ,41 ,16 
1101061,종로구,종로1·2·3·4가동,01,30,345 ,177 ,38 ,39 ,20 ,40 ,18 ,16 ,43 ,25 ,22 ,29 
1101061,종로구,종로1·2·3·4가동,01,35,295 ,159 ,40 ,33 ,21 ,35 ,12 ,12 ,46 ,13 ,13 ,20 
1101061,종로구,종로1·2·3·4가동,01,40,337 ,171 ,40 ,44 ,24 ,39 ,23 ,9 ,44 ,19 ,19 ,33 
1101061,종로구,종로1·2·3·4가동,01,45,376 ,165 ,46 ,47 ,29 ,46 ,35 ,8 ,50 ,12 ,14 ,51 
1101061,종로구,종로1·2·3·4가동,01,50,408 ,163 ,43 ,37 ,20 ,39 ,31 ,4 ,40 ,18 ,21 ,51 
1101061,종로구,종로1·2·3·4가동,01,55,452 ,173 ,32 ,32 ,30 ,37 ,28 ,3 ,33 ,33 ,15 ,42 
1101061,종로구,종로1·2·3·4가동,01,60,361 ,151 ,26 ,30 ,32 ,32 ,14 ,2 ,31 ,23 ,6 ,26 
1101061,종로구,종로1·2·3·4가동,01,65,272 ,111 ,21 ,19 ,29 ,16 ,16 ,1 ,19 ,13 ,12 ,16 
1101061,종로구,종로1·2·3·4가동,01,70,165 ,79 ,16 ,14 ,2 ,10 ,9 ,0 ,8 ,16 ,6 ,8 
1101061,종로구,종로1·2·3·4가동,01,75,245 ,111 ,13 ,13 ,24 ,11 ,9 ,1 ,11 ,10 ,18 ,5 
1101061,종로구,종로1·2·3·4가동,02,20,345 ,206 ,27 ,19 ,31 ,23 ,3 ,12 ,22 ,14 ,21 ,3 
1101061,종로구,종로1·2·3·4가동,02,25,284 ,184 ,21 ,23 ,23 ,28 ,5 ,14 ,26 ,19 ,23 ,5 
1101061,종로구,종로1·2·3·4가동,02,30,245 ,137 ,17 ,16 ,12 ,21 ,2 ,11 ,23 ,14 ,8 ,10 
1101061,종로구,종로1·2·3·4가동,02,35,206 ,140 ,23 ,27 ,14 ,31 ,10 ,7 ,25 ,9 ,9 ,20 
1101061,종로구,종로1·2·3·4가동,02,40,221 ,108 ,17 ,24 ,12 ,20 ,16 ,4 ,22 ,12 ,17 ,24 
1101061,종로구,종로1·2·3·4가동,02,45,199 ,123 ,20 ,35 ,9 ,32 ,9 ,3 ,29 ,16 ,7 ,18 
1101061,종로구,종로1·2·3·4가동,02,50,270 ,135 ,22 ,37 ,15 ,31 ,19 ,2 ,37 ,18 ,18 ,37 
1101061,종로구,종로1·2·3·4가동,02,55,344 ,141 ,28 ,33 ,21 ,36 ,32 ,2 ,37 ,14 ,8 ,44 
1101061,종로구,종로1·2·3·4가동,02,60,269 ,106 ,35 ,38 ,11 ,33 ,54 ,1 ,39 ,8 ,3 ,61 
1101061,종로구,종로1·2·3·4가동,02,65,190 ,72 ,13 ,11 ,14 ,12 ,14 ,1 ,12 ,5 ,8 ,20 
1101061,종로구,종로1·2·3·4가동,02,70,169 ,72 ,12 ,18 ,0 ,15 ,8 ,0 ,14 ,9 ,4 ,10 
1101061,종로구,종로1·2·3·4가동,02,75,273 ,135 ,12 ,29 ,7 ,13 ,8 ,0 ,13 ,13 ,18 ,8 
1101063,종로구,종로5·6가동,01,20,348 ,162 ,15 ,12 ,5 ,14 ,4 ,11 ,7 ,14 ,20 ,0 
1101063,종로구,종로5·6가동,01,25,268 ,179 ,25 ,25 ,12 ,33 ,8 ,10 ,31 ,16 ,23 ,10 
1101063,종로구,종로5·6가동,01,30,233 ,141 ,19 ,30 ,14 ,29 ,17 ,12 ,27 ,13 ,16 ,12 
1101063,종로구,종로5·6가동,01,35,203 ,104 ,17 ,27 ,9 ,23 ,9 ,9 ,19 ,8 ,6 ,16 
1101063,종로구,종로5·6가동,01,40,215 ,57 ,12 ,12 ,7 ,10 ,14 ,4 ,9 ,9 ,6 ,10 
1101063,종로구,종로5·6가동,01,45,235 ,76 ,15 ,17 ,9 ,18 ,13 ,5 ,19 ,8 ,5 ,19 
1101063,종로구,종로5·6가동,01,50,273 ,75 ,14 ,15 ,8 ,17 ,24 ,2 ,13 ,17 ,10 ,30 
1101063,종로구,종로5·6가동,01,55,274 ,74 ,10 ,13 ,6 ,13 ,9 ,2 ,10 ,10 ,7 ,16 
1101063,종로구,종로5·6가동,01,60,196 ,57 ,8 ,11 ,8 ,13 ,11 ,1 ,11 ,11 ,3 ,13 
1101063,종로구,종로5·6가동,01,65,144 ,70 ,11 ,9 ,11 ,11 ,7 ,0 ,6 ,6 ,10 ,7 
1101063,종로구,종로5·6가동,01,70,88 ,36 ,8 ,7 ,0 ,10 ,9 ,0 ,8 ,3 ,2 ,6 
1101063,종로구,종로5·6가동,01,75,170 ,56 ,7 ,9 ,9 ,6 ,9 ,0 ,8 ,3 ,8 ,8 
1101063,종로구,종로5·6가동,02,20,242 ,150 ,9 ,13 ,19 ,9 ,2 ,9 ,12 ,5 ,10 ,2 
1101063,종로구,종로5·6가동,02,25,227 ,141 ,14 ,17 ,19 ,13 ,6 ,9 ,12 ,11 ,23 ,4 
1101063,종로구,종로5·6가동,02,30,177 ,92 ,10 ,16 ,14 ,10 ,8 ,8 ,12 ,5 ,7 ,4 
1101063,종로구,종로5·6가동,02,35,120 ,68 ,6 ,17 ,4 ,14 ,8 ,4 ,13 ,11 ,6 ,8 
1101063,종로구,종로5·6가동,02,40,184 ,69 ,10 ,20 ,4 ,8 ,12 ,2 ,7 ,9 ,11 ,12 
1101063,종로구,종로5·6가동,02,45,226 ,81 ,9 ,23 ,7 ,27 ,8 ,3 ,26 ,8 ,4 ,21 
1101063,종로구,종로5·6가동,02,50,253 ,70 ,7 ,13 ,6 ,11 ,3 ,1 ,12 ,10 ,8 ,12 
