행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
1103066,용산구,이태원2동,01,60,259 ,35 ,6 ,4 ,1 ,5 ,14 ,1 ,5 ,3 ,1 ,19 
1103066,용산구,이태원2동,01,65,196 ,39 ,4 ,5 ,6 ,3 ,4 ,1 ,3 ,2 ,4 ,2 
1103066,용산구,이태원2동,01,70,144 ,27 ,7 ,5 ,0 ,3 ,5 ,0 ,4 ,2 ,1 ,5 
1103066,용산구,이태원2동,01,75,296 ,114 ,5 ,19 ,21 ,7 ,7 ,1 ,16 ,5 ,12 ,5 
1103066,용산구,이태원2동,02,20,252 ,99 ,7 ,16 ,9 ,5 ,3 ,4 ,7 ,8 ,1 ,0 
1103066,용산구,이태원2동,02,25,417 ,179 ,10 ,16 ,13 ,10 ,3 ,12 ,6 ,28 ,14 ,6 
1103066,용산구,이태원2동,02,30,553 ,165 ,7 ,9 ,6 ,10 ,4 ,20 ,9 ,20 ,9 ,8 
1103066,용산구,이태원2동,02,35,461 ,133 ,7 ,13 ,10 ,14 ,6 ,12 ,7 ,17 ,7 ,3 
1103066,용산구,이태원2동,02,40,405 ,106 ,9 ,16 ,7 ,9 ,12 ,5 ,4 ,11 ,15 ,9 
1103066,용산구,이태원2동,02,45,320 ,84 ,3 ,13 ,2 ,7 ,2 ,4 ,4 ,9 ,5 ,0 
1103066,용산구,이태원2동,02,50,364 ,49 ,2 ,7 ,3 ,5 ,3 ,3 ,4 ,6 ,8 ,3 
1103066,용산구,이태원2동,02,55,428 ,60 ,3 ,10 ,4 ,8 ,3 ,2 ,5 ,10 ,3 ,7 
1103066,용산구,이태원2동,02,60,309 ,35 ,3 ,8 ,2 ,5 ,7 ,2 ,4 ,2 ,1 ,10 
1103066,용산구,이태원2동,02,65,276 ,67 ,3 ,8 ,6 ,4 ,3 ,0 ,6 ,7 ,9 ,5 
1103066,용산구,이태원2동,02,70,230 ,48 ,8 ,13 ,0 ,10 ,8 ,0 ,11 ,2 ,2 ,16 
1103066,용산구,이태원2동,02,75,416 ,189 ,18 ,50 ,15 ,46 ,16 ,0 ,33 ,22 ,16 ,36 
1103069,용산구,서빙고동,01,20,420 ,70 ,6 ,5 ,5 ,6 ,12 ,8 ,6 ,3 ,4 ,4 
1103069,용산구,서빙고동,01,25,347 ,74 ,9 ,4 ,4 ,6 ,13 ,10 ,7 ,11 ,8 ,15 
1103069,용산구,서빙고동,01,30,401 ,114 ,8 ,6 ,12 ,5 ,5 ,26 ,5 ,17 ,9 ,2 
1103069,용산구,서빙고동,01,35,455 ,104 ,10 ,5 ,12 ,5 ,3 ,29 ,8 ,10 ,10 ,5 
1103069,용산구,서빙고동,01,40,656 ,68 ,8 ,2 ,8 ,3 ,3 ,23 ,3 ,6 ,7 ,3 
1103069,용산구,서빙고동,01,45,726 ,84 ,8 ,4 ,11 ,4 ,14 ,26 ,7 ,7 ,7 ,16 
1103069,용산구,서빙고동,01,50,671 ,50 ,6 ,2 ,5 ,3 ,13 ,11 ,4 ,9 ,8 ,8 
1103069,용산구,서빙고동,01,55,477 ,34 ,4 ,1 ,3 ,2 ,9 ,7 ,3 ,3 ,2 ,6 
1103069,용산구,서빙고동,01,60,312 ,32 ,4 ,1 ,3 ,1 ,2 ,3 ,2 ,2 ,1 ,2 
1103069,용산구,서빙고동,01,65,237 ,59 ,2 ,1 ,21 ,1 ,0 ,2 ,2 ,2 ,8 ,1 
1103069,용산구,서빙고동,01,70,203 ,32 ,2 ,2 ,1 ,2 ,2 ,1 ,3 ,1 ,2 ,2 
1103069,용산구,서빙고동,01,75,382 ,118 ,13 ,3 ,26 ,6 ,0 ,2 ,9 ,6 ,10 ,2 
1103069,용산구,서빙고동,02,20,442 ,107 ,6 ,3 ,5 ,4 ,3 ,11 ,6 ,5 ,2 ,3 
1103069,용산구,서빙고동,02,25,387 ,89 ,7 ,4 ,3 ,4 ,5 ,12 ,4 ,11 ,6 ,5 
1103069,용산구,서빙고동,02,30,430 ,106 ,7 ,5 ,13 ,4 ,3 ,21 ,4 ,19 ,5 ,3 
1103069,용산구,서빙고동,02,35,516 ,102 ,7 ,4 ,6 ,6 ,6 ,22 ,6 ,10 ,9 ,6 
1103069,용산구,서빙고동,02,40,689 ,69 ,5 ,4 ,5 ,5 ,8 ,15 ,6 ,6 ,7 ,8 
1103069,용산구,서빙고동,02,45,692 ,69 ,4 ,3 ,5 ,4 ,7 ,13 ,5 ,6 ,4 ,13 
1103069,용산구,서빙고동,02,50,635 ,41 ,3 ,2 ,2 ,2 ,6 ,7 ,3 ,3 ,4 ,6 
1103069,용산구,서빙고동,02,55,464 ,50 ,4 ,3 ,4 ,3 ,8 ,4 ,4 ,3 ,4 ,7 
1103069,용산구,서빙고동,02,60,353 ,30 ,4 ,2 ,3 ,2 ,4 ,2 ,2 ,3 ,1 ,7 
1103069,용산구,서빙고동,02,65,306 ,75 ,5 ,2 ,14 ,3 ,7 ,1 ,4 ,7 ,10 ,3 
1103069,용산구,서빙고동,02,70,276 ,52 ,6 ,1 ,2 ,5 ,4 ,1 ,5 ,3 ,3 ,4 
1103069,용산구,서빙고동,02,75,567 ,209 ,19 ,5 ,29 ,22 ,9 ,1 ,14 ,17 ,21 ,2 
1103070,용산구,보광동,01,20,670 ,130 ,18 ,16 ,14 ,14 ,16 ,10 ,19 ,14 ,9 ,21 
1103070,용산구,보광동,01,25,803 ,218 ,17 ,21 ,18 ,14 ,4 ,22 ,14 ,36 ,25 ,8 
1103070,용산구,보광동,01,30,854 ,282 ,30 ,29 ,33 ,26 ,21 ,36 ,25 ,37 ,32 ,21 
1103070,용산구,보광동,01,35,680 ,184 ,17 ,24 ,15 ,13 ,4 ,28 ,11 ,25 ,18 ,9 
1103070,용산구,보광동,01,40,687 ,130 ,21 ,21 ,19 ,17 ,25 ,13 ,16 ,23 ,16 ,17 
1103070,용산구,보광동,01,45,719 ,130 ,16 ,24 ,14 ,21 ,25 ,12 ,20 ,18 ,9 ,32 
1103070,용산구,보광동,01,50,659 ,97 ,17 ,11 ,12 ,8 ,17 ,7 ,12 ,13 ,14 ,17 
1103070,용산구,보광동,01,55,566 ,104 ,15 ,17 ,13 ,13 ,15 ,4 ,11 ,16 ,8 ,18 
1103070,용산구,보광동,01,60,399 ,74 ,8 ,10 ,7 ,7 ,4 ,3 ,5 ,12 ,3 ,8 
1103070,용산구,보광동,01,65,352 ,63 ,7 ,8 ,11 ,6 ,13 ,2 ,7 ,3 ,10 ,18 
1103070,용산구,보광동,01,70,213 ,42 ,9 ,6 ,1 ,5 ,8 ,0 ,5 ,4 ,3 ,11 
1103070,용산구,보광동,01,75,387 ,126 ,13 ,25 ,17 ,11 ,12 ,1 ,19 ,11 ,10 ,20 
1103070,용산구,보광동,02,20,488 ,133 ,10 ,13 ,7 ,16 ,5 ,11 ,9 ,10 ,9 ,10 
1103070,용산구,보광동,02,25,625 ,177 ,11 ,15 ,13 ,4 ,4 ,24 ,11 ,30 ,16 ,8 
1103070,용산구,보광동,02,30,642 ,193 ,20 ,31 ,18 ,23 ,13 ,21 ,24 ,20 ,18 ,9 
1103070,용산구,보광동,02,35,592 ,173 ,13 ,33 ,10 ,14 ,4 ,20 ,18 ,24 ,13 ,21 
1103070,용산구,보광동,02,40,672 ,118 ,12 ,19 ,12 ,10 ,14 ,10 ,11 ,20 ,16 ,18 
1103070,용산구,보광동,02,45,714 ,124 ,10 ,25 ,8 ,22 ,35 ,9 ,21 ,15 ,11 ,31 
1103070,용산구,보광동,02,50,716 ,136 ,16 ,31 ,15 ,21 ,22 ,5 ,22 ,24 ,21 ,16 
1103070,용산구,보광동,02,55,706 ,123 ,13 ,24 ,12 ,14 ,10 ,4 ,18 ,21 ,13 ,13 
1103070,용산구,보광동,02,60,507 ,98 ,9 ,27 ,11 ,25 ,14 ,2 ,17 ,12 ,6 ,23 
1103070,용산구,보광동,02,65,459 ,105 ,9 ,19 ,19 ,16 ,11 ,1 ,10 ,17 ,12 ,24 
1103070,용산구,보광동,02,70,319 ,86 ,8 ,23 ,2 ,15 ,10 ,0 ,12 ,16 ,9 ,14 
1103070,용산구,보광동,02,75,626 ,283 ,38 ,60 ,26 ,47 ,22 ,1 ,38 ,59 ,26 ,28 
1103071,용산구,청파동,01,20,716 ,330 ,27 ,35 ,24 ,26 ,10 ,15 ,29 ,26 ,34 ,10 
1103071,용산구,청파동,01,25,"1,008 ",471 ,47 ,76 ,48 ,50 ,28 ,34 ,58 ,64 ,81 ,41 
1103071,용산구,청파동,01,30,"1,040 ",448 ,54 ,57 ,43 ,35 ,43 ,47 ,46 ,43 ,70 ,36 
1103071,용산구,청파동,01,35,788 ,322 ,42 ,42 ,44 ,23 ,13 ,38 ,38 ,28 ,41 ,15 
1103071,용산구,청파동,01,40,839 ,213 ,31 ,29 ,28 ,20 ,17 ,20 ,20 ,21 ,37 ,22 
1103071,용산구,청파동,01,45,860 ,236 ,30 ,39 ,24 ,26 ,32 ,17 ,29 ,21 ,19 ,34 
1103071,용산구,청파동,01,50,817 ,132 ,17 ,20 ,12 ,13 ,26 ,7 ,14 ,20 ,23 ,28 
1103071,용산구,청파동,01,55,710 ,131 ,19 ,16 ,14 ,13 ,16 ,6 ,13 ,15 ,9 ,18 
1103071,용산구,청파동,01,60,478 ,92 ,10 ,15 ,10 ,10 ,11 ,3 ,9 ,10 ,5 ,13 
1103071,용산구,청파동,01,65,398 ,102 ,11 ,12 ,19 ,6 ,8 ,1 ,7 ,7 ,15 ,6 
1103071,용산구,청파동,01,70,325 ,92 ,21 ,21 ,3 ,13 ,17 ,0 ,15 ,13 ,9 ,14 
1103071,용산구,청파동,01,75,400 ,102 ,8 ,24 ,12 ,10 ,27 ,1 ,18 ,4 ,13 ,35 
1103071,용산구,청파동,02,20,"1,903 ",730 ,70 ,68 ,87 ,60 ,16 ,46 ,44 ,40 ,32 ,26 
1103071,용산구,청파동,02,25,"1,284 ",609 ,43 ,71 ,56 ,42 ,28 ,49 ,47 ,68 ,82 ,23 
1103071,용산구,청파동,02,30,979 ,372 ,19 ,43 ,37 ,26 ,7 ,39 ,26 ,29 ,40 ,5 
1103071,용산구,청파동,02,35,776 ,240 ,21 ,39 ,19 ,22 ,12 ,25 ,25 ,19 ,25 ,12 
1103071,용산구,청파동,02,40,842 ,154 ,10 ,25 ,16 ,11 ,6 ,15 ,9 ,15 ,17 ,3 
1103071,용산구,청파동,02,45,871 ,187 ,16 ,36 ,17 ,22 ,8 ,11 ,24 ,24 ,13 ,11 
1103071,용산구,청파동,02,50,853 ,124 ,9 ,15 ,12 ,10 ,16 ,6 ,7 ,15 ,19 ,12 
1103071,용산구,청파동,02,55,761 ,113 ,8 ,16 ,12 ,13 ,7 ,4 ,15 ,10 ,10 ,10 
1103071,용산구,청파동,02,60,592 ,85 ,8 ,17 ,5 ,12 ,10 ,3 ,12 ,6 ,3 ,16 
1103071,용산구,청파동,02,65,527 ,126 ,12 ,30 ,20 ,16 ,11 ,1 ,15 ,17 ,12 ,18 
1103071,용산구,청파동,02,70,459 ,123 ,16 ,31 ,3 ,16 ,8 ,1 ,15 ,18 ,9 ,27 
1103071,용산구,청파동,02,75,663 ,217 ,26 ,63 ,12 ,25 ,37 ,1 ,39 ,25 ,16 ,21 
1103072,용산구,원효로1동,01,20,351 ,118 ,21 ,12 ,10 ,19 ,9 ,6 ,20 ,10 ,9 ,9 
1103072,용산구,원효로1동,01,25,514 ,189 ,18 ,16 ,23 ,15 ,8 ,24 ,17 ,23 ,31 ,8 
1103072,용산구,원효로1동,01,30,799 ,225 ,23 ,22 ,28 ,21 ,25 ,45 ,20 ,19 ,22 ,22 
1103072,용산구,원효로1동,01,35,680 ,169 ,29 ,16 ,13 ,15 ,26 ,33 ,22 ,11 ,14 ,17 
1103072,용산구,원효로1동,01,40,670 ,132 ,16 ,13 ,9 ,13 ,23 ,14 ,13 ,9 ,18 ,21 
1103072,용산구,원효로1동,01,45,479 ,82 ,11 ,8 ,6 ,10 ,20 ,11 ,9 ,7 ,4 ,17 
1103072,용산구,원효로1동,01,50,463 ,47 ,7 ,7 ,3 ,6 ,35 ,5 ,8 ,3 ,8 ,38 
1103072,용산구,원효로1동,01,55,484 ,55 ,6 ,6 ,4 ,6 ,21 ,4 ,6 ,5 ,5 ,31 
1103072,용산구,원효로1동,01,60,299 ,27 ,3 ,3 ,3 ,3 ,7 ,2 ,2 ,2 ,1 ,6 
1103072,용산구,원효로1동,01,65,284 ,45 ,4 ,3 ,9 ,4 ,9 ,1 ,4 ,1 ,7 ,3 
1103072,용산구,원효로1동,01,70,176 ,25 ,5 ,4 ,1 ,3 ,5 ,0 ,4 ,0 ,1 ,0 
1103072,용산구,원효로1동,01,75,198 ,58 ,4 ,7 ,7 ,5 ,2 ,0 ,6 ,3 ,5 ,7 
1103072,용산구,원효로1동,02,20,501 ,147 ,11 ,14 ,14 ,9 ,2 ,14 ,8 ,8 ,7 ,7 
1103072,용산구,원효로1동,02,25,660 ,244 ,11 ,11 ,27 ,10 ,2 ,26 ,9 ,15 ,27 ,4 
1103072,용산구,원효로1동,02,30,770 ,204 ,11 ,16 ,16 ,14 ,10 ,36 ,13 ,12 ,11 ,3 
1103072,용산구,원효로1동,02,35,716 ,165 ,8 ,17 ,11 ,11 ,7 ,26 ,10 ,10 ,10 ,9 
1103072,용산구,원효로1동,02,40,520 ,93 ,4 ,9 ,5 ,7 ,9 ,9 ,5 ,7 ,10 ,9 
1103072,용산구,원효로1동,02,45,510 ,88 ,8 ,15 ,3 ,11 ,12 ,6 ,10 ,7 ,6 ,8 
1103072,용산구,원효로1동,02,50,514 ,50 ,5 ,7 ,2 ,5 ,17 ,3 ,6 ,4 ,7 ,16 
1103072,용산구,원효로1동,02,55,493 ,51 ,4 ,7 ,2 ,5 ,10 ,3 ,4 ,3 ,3 ,10 
1103072,용산구,원효로1동,02,60,372 ,43 ,2 ,6 ,3 ,4 ,2 ,2 ,3 ,3 ,1 ,2 
1103072,용산구,원효로1동,02,65,270 ,48 ,3 ,7 ,6 ,3 ,3 ,1 ,4 ,3 ,6 ,2 
1103072,용산구,원효로1동,02,70,229 ,43 ,4 ,7 ,0 ,5 ,2 ,0 ,6 ,5 ,4 ,6 
1103072,용산구,원효로1동,02,75,302 ,103 ,9 ,19 ,6 ,15 ,12 ,0 ,13 ,13 ,16 ,12 
1103073,용산구,한강로동,01,20,686 ,185 ,21 ,38 ,25 ,37 ,18 ,14 ,60 ,10 ,13 ,7 
1103073,용산구,한강로동,01,25,578 ,196 ,19 ,15 ,14 ,14 ,14 ,22 ,18 ,21 ,25 ,13 
1103073,용산구,한강로동,01,30,737 ,518 ,57 ,40 ,68 ,30 ,14 ,46 ,42 ,56 ,59 ,10 
1103073,용산구,한강로동,01,35,723 ,482 ,64 ,42 ,39 ,38 ,16 ,40 ,45 ,35 ,37 ,12 
1103073,용산구,한강로동,01,40,621 ,197 ,29 ,17 ,23 ,19 ,25 ,16 ,22 ,18 ,23 ,19 
1103073,용산구,한강로동,01,45,563 ,176 ,27 ,15 ,29 ,13 ,16 ,16 ,18 ,12 ,13 ,15 
1103073,용산구,한강로동,01,50,633 ,74 ,13 ,7 ,9 ,8 ,41 ,8 ,9 ,7 ,12 ,31 
1103073,용산구,한강로동,01,55,636 ,72 ,7 ,6 ,7 ,5 ,15 ,8 ,6 ,6 ,6 ,18 
1103073,용산구,한강로동,01,60,490 ,59 ,6 ,4 ,5 ,3 ,11 ,5 ,4 ,4 ,3 ,10 
1103073,용산구,한강로동,01,65,398 ,48 ,4 ,2 ,11 ,2 ,6 ,2 ,2 ,2 ,6 ,4 
1103073,용산구,한강로동,01,70,276 ,37 ,3 ,3 ,1 ,2 ,7 ,1 ,3 ,3 ,3 ,7 
1103073,용산구,한강로동,01,75,374 ,112 ,10 ,12 ,23 ,6 ,6 ,2 ,9 ,5 ,8 ,3 
1103073,용산구,한강로동,02,20,391 ,133 ,10 ,7 ,10 ,6 ,1 ,11 ,6 ,8 ,6 ,0 
1103073,용산구,한강로동,02,25,643 ,209 ,15 ,11 ,18 ,7 ,3 ,27 ,11 ,21 ,22 ,6 
1103073,용산구,한강로동,02,30,798 ,381 ,23 ,23 ,34 ,25 ,7 ,40 ,25 ,32 ,30 ,7 
1103073,용산구,한강로동,02,35,700 ,311 ,23 ,26 ,20 ,21 ,6 ,27 ,22 ,24 ,18 ,10 
1103073,용산구,한강로동,02,40,578 ,301 ,21 ,24 ,16 ,20 ,4 ,11 ,20 ,27 ,26 ,6 
1103073,용산구,한강로동,02,45,502 ,148 ,13 ,17 ,13 ,13 ,7 ,8 ,14 ,17 ,9 ,9 
1103073,용산구,한강로동,02,50,626 ,70 ,6 ,7 ,5 ,4 ,8 ,5 ,5 ,6 ,9 ,7 
1103073,용산구,한강로동,02,55,686 ,79 ,7 ,9 ,5 ,7 ,10 ,5 ,6 ,4 ,6 ,10 
1103073,용산구,한강로동,02,60,502 ,61 ,5 ,7 ,5 ,6 ,7 ,3 ,6 ,4 ,3 ,7 
1103073,용산구,한강로동,02,65,416 ,62 ,4 ,7 ,10 ,5 ,15 ,1 ,5 ,7 ,7 ,10 
1103073,용산구,한강로동,02,70,321 ,48 ,4 ,4 ,1 ,4 ,3 ,1 ,4 ,5 ,3 ,5 
1103073,용산구,한강로동,02,75,553 ,193 ,18 ,27 ,18 ,18 ,19 ,1 ,20 ,14 ,19 ,14 
1103074,용산구,한남동,01,20,525 ,218 ,22 ,28 ,28 ,23 ,16 ,13 ,41 ,22 ,22 ,12 
1103074,용산구,한남동,01,25,908 ,368 ,33 ,31 ,35 ,33 ,19 ,32 ,36 ,56 ,42 ,19 
1103074,용산구,한남동,01,30,"1,157 ",455 ,42 ,37 ,49 ,33 ,18 ,65 ,37 ,62 ,39 ,25 
1103074,용산구,한남동,01,35,"1,027 ",357 ,64 ,35 ,28 ,39 ,37 ,45 ,46 ,43 ,24 ,39 
1103074,용산구,한남동,01,40,918 ,224 ,33 ,21 ,21 ,19 ,20 ,20 ,22 ,34 ,21 ,16 
1103074,용산구,한남동,01,45,816 ,220 ,30 ,24 ,22 ,24 ,24 ,18 ,26 ,27 ,11 ,19 
1103074,용산구,한남동,01,50,775 ,128 ,24 ,11 ,12 ,12 ,42 ,9 ,15 ,14 ,19 ,25 
1103074,용산구,한남동,01,55,791 ,146 ,19 ,11 ,14 ,10 ,21 ,9 ,13 ,18 ,15 ,17 
1103074,용산구,한남동,01,60,544 ,103 ,13 ,10 ,12 ,8 ,11 ,4 ,9 ,13 ,4 ,8 
1103074,용산구,한남동,01,65,457 ,83 ,10 ,5 ,16 ,6 ,13 ,3 ,6 ,4 ,10 ,11 
1103074,용산구,한남동,01,70,342 ,66 ,9 ,6 ,1 ,5 ,10 ,1 ,7 ,4 ,3 ,7 
1103074,용산구,한남동,01,75,462 ,152 ,12 ,11 ,33 ,10 ,10 ,2 ,11 ,7 ,17 ,7 
1103074,용산구,한남동,02,20,591 ,255 ,28 ,25 ,26 ,22 ,3 ,15 ,21 ,26 ,10 ,3 
1103074,용산구,한남동,02,25,883 ,415 ,23 ,25 ,36 ,32 ,13 ,34 ,19 ,60 ,39 ,8 
1103074,용산구,한남동,02,30,"1,196 ",580 ,37 ,30 ,41 ,28 ,8 ,51 ,27 ,59 ,21 ,16 
1103074,용산구,한남동,02,35,980 ,332 ,31 ,30 ,13 ,23 ,20 ,34 ,29 ,35 ,19 ,26 
1103074,용산구,한남동,02,40,864 ,243 ,29 ,32 ,17 ,28 ,30 ,14 ,32 ,30 ,18 ,33 
1103074,용산구,한남동,02,45,856 ,226 ,23 ,26 ,9 ,20 ,22 ,13 ,18 ,30 ,12 ,22 
1103074,용산구,한남동,02,50,908 ,164 ,15 ,14 ,10 ,12 ,17 ,7 ,15 ,21 ,24 ,15 
1103074,용산구,한남동,02,55,878 ,161 ,16 ,17 ,10 ,17 ,21 ,6 ,20 ,15 ,16 ,15 
1103074,용산구,한남동,02,60,703 ,132 ,10 ,15 ,14 ,12 ,15 ,4 ,13 ,13 ,7 ,13 
1103074,용산구,한남동,02,65,555 ,126 ,9 ,12 ,12 ,10 ,12 ,2 ,12 ,9 ,17 ,9 
1103074,용산구,한남동,02,70,415 ,98 ,12 ,14 ,2 ,11 ,15 ,1 ,12 ,13 ,5 ,12 
1103074,용산구,한남동,02,75,732 ,276 ,26 ,22 ,36 ,23 ,12 ,1 ,23 ,24 ,23 ,12 
1104052,성동구,왕십리2동,01,20,532 ,109 ,13 ,10 ,15 ,11 ,4 ,13 ,11 ,7 ,8 ,0 
1104052,성동구,왕십리2동,01,25,556 ,145 ,18 ,20 ,31 ,16 ,21 ,23 ,19 ,13 ,19 ,8 
1104052,성동구,왕십리2동,01,30,642 ,141 ,11 ,11 ,29 ,8 ,10 ,35 ,8 ,15 ,16 ,3 
1104052,성동구,왕십리2동,01,35,624 ,119 ,17 ,12 ,18 ,13 ,17 ,29 ,15 ,10 ,11 ,12 
1104052,성동구,왕십리2동,01,40,687 ,106 ,14 ,7 ,18 ,6 ,11 ,18 ,8 ,10 ,16 ,3 
1104052,성동구,왕십리2동,01,45,641 ,97 ,11 ,8 ,14 ,9 ,21 ,16 ,8 ,10 ,5 ,9 
1104052,성동구,왕십리2동,01,50,658 ,65 ,8 ,5 ,10 ,4 ,17 ,8 ,5 ,6 ,9 ,6 
1104052,성동구,왕십리2동,01,55,600 ,63 ,6 ,6 ,9 ,7 ,6 ,6 ,7 ,6 ,5 ,9 
1104052,성동구,왕십리2동,01,60,447 ,48 ,7 ,5 ,7 ,4 ,11 ,3 ,5 ,6 ,1 ,4 
1104052,성동구,왕십리2동,01,65,306 ,39 ,4 ,4 ,7 ,1 ,2 ,1 ,4 ,2 ,5 ,0 
1104052,성동구,왕십리2동,01,70,217 ,27 ,3 ,3 ,1 ,3 ,4 ,0 ,4 ,1 ,1 ,4 
1104052,성동구,왕십리2동,01,75,262 ,82 ,8 ,6 ,14 ,2 ,4 ,1 ,5 ,5 ,9 ,4 
1104052,성동구,왕십리2동,02,20,544 ,130 ,14 ,8 ,32 ,8 ,0 ,18 ,8 ,9 ,5 ,3 
1104052,성동구,왕십리2동,02,25,580 ,163 ,10 ,12 ,40 ,10 ,3 ,29 ,7 ,20 ,17 ,5 
1104052,성동구,왕십리2동,02,30,624 ,134 ,12 ,15 ,22 ,13 ,14 ,25 ,13 ,7 ,12 ,9 
1104052,성동구,왕십리2동,02,35,597 ,104 ,6 ,7 ,8 ,9 ,2 ,21 ,6 ,7 ,7 ,0 
1104052,성동구,왕십리2동,02,40,701 ,102 ,8 ,8 ,13 ,9 ,8 ,13 ,6 ,10 ,12 ,5 
1104052,성동구,왕십리2동,02,45,690 ,101 ,5 ,8 ,16 ,13 ,0 ,11 ,10 ,7 ,5 ,0 
1104052,성동구,왕십리2동,02,50,644 ,66 ,6 ,6 ,9 ,5 ,5 ,5 ,5 ,4 ,8 ,2 
1104052,성동구,왕십리2동,02,55,613 ,67 ,3 ,8 ,8 ,8 ,9 ,4 ,8 ,4 ,6 ,9 
1104052,성동구,왕십리2동,02,60,459 ,53 ,4 ,6 ,9 ,5 ,2 ,3 ,4 ,4 ,3 ,6 
1104052,성동구,왕십리2동,02,65,399 ,63 ,4 ,4 ,8 ,3 ,8 ,1 ,5 ,6 ,8 ,4 
1104052,성동구,왕십리2동,02,70,289 ,48 ,4 ,8 ,0 ,7 ,4 ,0 ,8 ,6 ,4 ,7 
1104052,성동구,왕십리2동,02,75,407 ,148 ,12 ,17 ,17 ,11 ,4 ,1 ,8 ,17 ,14 ,9 
1104054,성동구,마장동,01,20,"1,057 ",285 ,30 ,22 ,18 ,23 ,11 ,26 ,24 ,16 ,27 ,11 
1104054,성동구,마장동,01,25,"1,131 ",355 ,39 ,34 ,29 ,36 ,36 ,39 ,38 ,47 ,50 ,38 
1104054,성동구,마장동,01,30,"1,020 ",253 ,24 ,19 ,25 ,20 ,11 ,54 ,22 ,24 ,30 ,18 
1104054,성동구,마장동,01,35,859 ,201 ,24 ,20 ,15 ,18 ,13 ,45 ,19 ,15 ,19 ,13 
1104054,성동구,마장동,01,40,938 ,122 ,17 ,12 ,13 ,16 ,34 ,22 ,14 ,12 ,16 ,20 
1104054,성동구,마장동,01,45,951 ,110 ,15 ,9 ,12 ,14 ,21 ,18 ,14 ,12 ,5 ,21 
1104054,성동구,마장동,01,50,979 ,101 ,16 ,11 ,11 ,11 ,45 ,10 ,14 ,12 ,18 ,43 
1104054,성동구,마장동,01,55,934 ,78 ,8 ,6 ,10 ,9 ,34 ,9 ,8 ,7 ,7 ,27 
1104054,성동구,마장동,01,60,688 ,75 ,10 ,7 ,10 ,10 ,17 ,5 ,9 ,8 ,2 ,12 
1104054,성동구,마장동,01,65,536 ,68 ,9 ,4 ,16 ,5 ,11 ,2 ,5 ,4 ,7 ,6 
1104054,성동구,마장동,01,70,365 ,62 ,9 ,5 ,2 ,6 ,6 ,1 ,9 ,4 ,3 ,5 
1104054,성동구,마장동,01,75,478 ,155 ,14 ,10 ,23 ,10 ,6 ,1 ,15 ,8 ,16 ,5 
1104054,성동구,마장동,02,20,"1,100 ",331 ,28 ,21 ,33 ,19 ,8 ,33 ,20 ,20 ,20 ,5 
1104054,성동구,마장동,02,25,"1,139 ",400 ,34 ,23 ,41 ,21 ,13 ,45 ,20 ,45 ,53 ,21 
1104054,성동구,마장동,02,30,"1,006 ",245 ,14 ,18 ,16 ,21 ,14 ,45 ,20 ,23 ,23 ,11 
1104054,성동구,마장동,02,35,792 ,165 ,12 ,14 ,10 ,18 ,12 ,29 ,18 ,11 ,11 ,12 
1104054,성동구,마장동,02,40,906 ,82 ,4 ,6 ,6 ,8 ,7 ,17 ,6 ,8 ,14 ,12 
1104054,성동구,마장동,02,45,"1,018 ",98 ,7 ,10 ,8 ,10 ,11 ,15 ,10 ,10 ,9 ,19 
1104054,성동구,마장동,02,50,"1,014 ",95 ,8 ,11 ,7 ,10 ,24 ,7 ,12 ,7 ,12 ,26 
1104054,성동구,마장동,02,55,952 ,91 ,8 ,10 ,8 ,13 ,21 ,6 ,10 ,6 ,6 ,29 
1104054,성동구,마장동,02,60,739 ,78 ,8 ,10 ,7 ,13 ,22 ,4 ,11 ,5 ,3 ,26 
1104054,성동구,마장동,02,65,563 ,112 ,9 ,11 ,14 ,13 ,22 ,1 ,11 ,10 ,12 ,19 
1104054,성동구,마장동,02,70,410 ,89 ,9 ,13 ,1 ,14 ,8 ,1 ,14 ,13 ,8 ,11 
1104054,성동구,마장동,02,75,757 ,342 ,32 ,36 ,30 ,43 ,9 ,1 ,31 ,53 ,29 ,14 
1104055,성동구,사근동,01,20,"2,062 ",976 ,79 ,75 ,82 ,69 ,31 ,56 ,84 ,39 ,93 ,12 
1104055,성동구,사근동,01,25,"2,026 ","1,095 ",104 ,111 ,124 ,138 ,24 ,65 ,122 ,86 ,170 ,24 
1104055,성동구,사근동,01,30,857 ,337 ,49 ,65 ,45 ,56 ,34 ,35 ,61 ,28 ,44 ,37 
1104055,성동구,사근동,01,35,483 ,189 ,35 ,32 ,23 ,22 ,16 ,18 ,23 ,19 ,20 ,11 
1104055,성동구,사근동,01,40,475 ,82 ,9 ,9 ,13 ,5 ,9 ,10 ,4 ,8 ,14 ,6 
1104055,성동구,사근동,01,45,388 ,61 ,8 ,7 ,10 ,6 ,12 ,7 ,6 ,4 ,3 ,7 
