행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
1103066,용산구,이태원2동,01,70,140 ,28 ,6 ,5 ,0 ,4 ,7 ,0 ,5 ,0 ,1 ,1 
1103066,용산구,이태원2동,01,75,306 ,87 ,6 ,10 ,13 ,6 ,2 ,1 ,9 ,4 ,8 ,8 
1103066,용산구,이태원2동,02,20,250 ,63 ,8 ,9 ,5 ,3 ,7 ,5 ,4 ,4 ,2 ,3 
1103066,용산구,이태원2동,02,25,383 ,123 ,5 ,10 ,3 ,8 ,6 ,11 ,5 ,19 ,10 ,11 
1103066,용산구,이태원2동,02,30,522 ,121 ,10 ,7 ,7 ,9 ,8 ,19 ,5 ,19 ,9 ,9 
1103066,용산구,이태원2동,02,35,461 ,129 ,11 ,13 ,5 ,11 ,9 ,12 ,8 ,12 ,6 ,7 
1103066,용산구,이태원2동,02,40,383 ,69 ,5 ,10 ,2 ,5 ,0 ,5 ,5 ,9 ,11 ,11 
1103066,용산구,이태원2동,02,45,314 ,75 ,3 ,12 ,3 ,6 ,5 ,3 ,6 ,8 ,6 ,6 
1103066,용산구,이태원2동,02,50,368 ,41 ,2 ,5 ,2 ,3 ,5 ,3 ,3 ,5 ,6 ,6 
1103066,용산구,이태원2동,02,55,430 ,52 ,3 ,5 ,2 ,5 ,7 ,2 ,4 ,8 ,4 ,4 
1103066,용산구,이태원2동,02,60,305 ,32 ,3 ,7 ,2 ,4 ,7 ,1 ,4 ,1 ,1 ,1 
1103066,용산구,이태원2동,02,65,277 ,53 ,2 ,6 ,5 ,4 ,5 ,1 ,4 ,5 ,6 ,7 
1103066,용산구,이태원2동,02,70,230 ,46 ,7 ,9 ,0 ,8 ,8 ,0 ,9 ,3 ,1 ,1 
1103066,용산구,이태원2동,02,75,406 ,132 ,15 ,21 ,10 ,27 ,10 ,0 ,18 ,16 ,9 ,9 
1103069,용산구,서빙고동,01,20,381 ,54 ,4 ,1 ,3 ,2 ,3 ,8 ,4 ,2 ,3 ,4 
1103069,용산구,서빙고동,01,25,283 ,59 ,7 ,4 ,2 ,5 ,7 ,9 ,5 ,9 ,5 ,6 
1103069,용산구,서빙고동,01,30,329 ,71 ,5 ,3 ,8 ,2 ,2 ,23 ,2 ,11 ,4 ,4 
1103069,용산구,서빙고동,01,35,334 ,64 ,7 ,4 ,5 ,3 ,4 ,22 ,5 ,5 ,6 ,7 
1103069,용산구,서빙고동,01,40,522 ,61 ,6 ,2 ,5 ,2 ,5 ,20 ,3 ,5 ,5 ,5 
1103069,용산구,서빙고동,01,45,682 ,87 ,7 ,5 ,9 ,6 ,8 ,23 ,7 ,8 ,7 ,8 
1103069,용산구,서빙고동,01,50,602 ,43 ,5 ,2 ,3 ,2 ,11 ,9 ,3 ,7 ,6 ,6 
1103069,용산구,서빙고동,01,55,428 ,36 ,4 ,2 ,5 ,2 ,4 ,6 ,3 ,3 ,3 ,3 
1103069,용산구,서빙고동,01,60,305 ,32 ,3 ,2 ,3 ,2 ,6 ,3 ,2 ,3 ,1 ,1 
1103069,용산구,서빙고동,01,65,225 ,66 ,3 ,1 ,22 ,2 ,1 ,1 ,2 ,4 ,11 ,12 
1103069,용산구,서빙고동,01,70,190 ,32 ,2 ,2 ,1 ,1 ,7 ,1 ,2 ,1 ,2 ,2 
1103069,용산구,서빙고동,01,75,324 ,85 ,9 ,4 ,20 ,6 ,2 ,1 ,9 ,4 ,6 ,6 
1103069,용산구,서빙고동,02,20,395 ,77 ,5 ,4 ,5 ,3 ,6 ,7 ,4 ,3 ,3 ,3 
1103069,용산구,서빙고동,02,25,319 ,64 ,7 ,3 ,4 ,5 ,4 ,11 ,4 ,9 ,3 ,4 
1103069,용산구,서빙고동,02,30,340 ,68 ,3 ,1 ,6 ,1 ,2 ,20 ,1 ,11 ,4 ,4 
1103069,용산구,서빙고동,02,35,416 ,79 ,7 ,2 ,5 ,4 ,2 ,20 ,4 ,5 ,6 ,6 
1103069,용산구,서빙고동,02,40,616 ,72 ,5 ,4 ,5 ,5 ,9 ,13 ,4 ,8 ,9 ,9 
1103069,용산구,서빙고동,02,45,614 ,53 ,4 ,3 ,2 ,4 ,6 ,11 ,5 ,7 ,3 ,4 
1103069,용산구,서빙고동,02,50,564 ,47 ,4 ,2 ,3 ,2 ,7 ,6 ,3 ,4 ,5 ,6 
1103069,용산구,서빙고동,02,55,391 ,41 ,4 ,3 ,4 ,2 ,10 ,4 ,4 ,3 ,3 ,3 
1103069,용산구,서빙고동,02,60,308 ,31 ,3 ,2 ,3 ,3 ,5 ,2 ,2 ,4 ,1 ,1 
1103069,용산구,서빙고동,02,65,277 ,77 ,6 ,3 ,15 ,4 ,5 ,1 ,5 ,8 ,10 ,11 
1103069,용산구,서빙고동,02,70,268 ,54 ,8 ,4 ,2 ,5 ,8 ,1 ,7 ,4 ,3 ,3 
1103069,용산구,서빙고동,02,75,536 ,166 ,13 ,8 ,21 ,14 ,12 ,1 ,14 ,14 ,15 ,16 
1103070,용산구,보광동,01,20,622 ,89 ,10 ,16 ,7 ,11 ,17 ,8 ,12 ,9 ,4 ,4 
1103070,용산구,보광동,01,25,776 ,125 ,8 ,10 ,7 ,8 ,14 ,20 ,7 ,21 ,13 ,14 
1103070,용산구,보광동,01,30,849 ,193 ,25 ,25 ,13 ,20 ,26 ,34 ,17 ,30 ,13 ,14 
1103070,용산구,보광동,01,35,674 ,134 ,11 ,14 ,11 ,9 ,0 ,27 ,12 ,19 ,11 ,12 
1103070,용산구,보광동,01,40,660 ,87 ,13 ,15 ,11 ,12 ,30 ,12 ,13 ,15 ,12 ,12 
1103070,용산구,보광동,01,45,677 ,99 ,11 ,17 ,14 ,14 ,17 ,11 ,15 ,14 ,7 ,8 
1103070,용산구,보광동,01,50,648 ,85 ,12 ,10 ,9 ,10 ,20 ,6 ,11 ,12 ,12 ,13 
1103070,용산구,보광동,01,55,547 ,92 ,13 ,17 ,13 ,11 ,9 ,4 ,10 ,18 ,7 ,8 
1103070,용산구,보광동,01,60,382 ,60 ,8 ,10 ,7 ,7 ,6 ,3 ,7 ,9 ,3 ,3 
1103070,용산구,보광동,01,65,360 ,79 ,10 ,9 ,15 ,8 ,8 ,1 ,8 ,4 ,8 ,9 
1103070,용산구,보광동,01,70,201 ,42 ,8 ,7 ,0 ,6 ,4 ,0 ,6 ,4 ,2 ,3 
1103070,용산구,보광동,01,75,387 ,112 ,12 ,22 ,14 ,11 ,17 ,1 ,18 ,8 ,11 ,11 
1103070,용산구,보광동,02,20,447 ,71 ,5 ,7 ,2 ,6 ,0 ,10 ,4 ,6 ,2 ,2 
1103070,용산구,보광동,02,25,597 ,118 ,9 ,11 ,10 ,6 ,12 ,17 ,9 ,20 ,9 ,9 
1103070,용산구,보광동,02,30,607 ,149 ,16 ,24 ,17 ,18 ,13 ,22 ,19 ,14 ,12 ,13 
1103070,용산구,보광동,02,35,570 ,158 ,16 ,34 ,11 ,19 ,18 ,21 ,14 ,21 ,18 ,19 
1103070,용산구,보광동,02,40,624 ,96 ,10 ,16 ,10 ,11 ,24 ,10 ,12 ,15 ,11 ,12 
1103070,용산구,보광동,02,45,702 ,121 ,12 ,20 ,8 ,20 ,31 ,9 ,20 ,15 ,12 ,13 
1103070,용산구,보광동,02,50,743 ,128 ,16 ,25 ,16 ,18 ,20 ,4 ,18 ,24 ,20 ,21 
1103070,용산구,보광동,02,55,730 ,110 ,14 ,20 ,14 ,17 ,7 ,4 ,16 ,19 ,11 ,12 
1103070,용산구,보광동,02,60,514 ,81 ,8 ,23 ,8 ,19 ,13 ,2 ,15 ,12 ,4 ,5 
1103070,용산구,보광동,02,65,470 ,108 ,9 ,18 ,17 ,19 ,14 ,1 ,14 ,15 ,12 ,13 
1103070,용산구,보광동,02,70,312 ,108 ,10 ,31 ,1 ,26 ,6 ,0 ,16 ,21 ,13 ,14 
1103070,용산구,보광동,02,75,618 ,258 ,31 ,52 ,27 ,45 ,18 ,1 ,34 ,53 ,29 ,31 
1103071,용산구,청파동,01,20,735 ,260 ,26 ,31 ,21 ,23 ,15 ,12 ,27 ,20 ,29 ,31 
1103071,용산구,청파동,01,25,990 ,409 ,47 ,55 ,45 ,41 ,22 ,33 ,51 ,55 ,65 ,69 
1103071,용산구,청파동,01,30,"1,084 ",423 ,50 ,57 ,45 ,35 ,44 ,52 ,41 ,38 ,59 ,63 
1103071,용산구,청파동,01,35,820 ,294 ,39 ,35 ,28 ,23 ,22 ,39 ,30 ,27 ,34 ,36 
1103071,용산구,청파동,01,40,835 ,175 ,26 ,19 ,20 ,16 ,17 ,20 ,20 ,19 ,32 ,34 
1103071,용산구,청파동,01,45,833 ,192 ,24 ,35 ,19 ,20 ,28 ,16 ,26 ,17 ,16 ,17 
1103071,용산구,청파동,01,50,787 ,93 ,12 ,13 ,13 ,12 ,28 ,8 ,10 ,13 ,19 ,20 
1103071,용산구,청파동,01,55,731 ,98 ,14 ,12 ,16 ,10 ,14 ,7 ,12 ,14 ,7 ,8 
1103071,용산구,청파동,01,60,479 ,75 ,10 ,10 ,9 ,9 ,15 ,3 ,8 ,8 ,4 ,5 
1103071,용산구,청파동,01,65,372 ,90 ,10 ,9 ,14 ,7 ,4 ,1 ,7 ,7 ,14 ,15 
1103071,용산구,청파동,01,70,314 ,86 ,20 ,19 ,3 ,11 ,14 ,0 ,12 ,13 ,6 ,7 
1103071,용산구,청파동,01,75,384 ,81 ,10 ,20 ,9 ,8 ,22 ,0 ,12 ,4 ,9 ,10 
1103071,용산구,청파동,02,20,"1,999 ",749 ,73 ,82 ,104 ,76 ,17 ,33 ,64 ,42 ,36 ,38 
1103071,용산구,청파동,02,25,"1,290 ",571 ,46 ,58 ,52 ,51 ,42 ,45 ,49 ,65 ,78 ,82 
1103071,용산구,청파동,02,30,991 ,368 ,20 ,35 ,33 ,18 ,7 ,42 ,22 ,31 ,42 ,45 
1103071,용산구,청파동,02,35,744 ,213 ,21 ,27 ,11 ,25 ,19 ,26 ,24 ,18 ,21 ,22 
1103071,용산구,청파동,02,40,796 ,140 ,11 ,18 ,15 ,14 ,8 ,15 ,13 ,12 ,17 ,18 
1103071,용산구,청파동,02,45,823 ,145 ,11 ,24 ,15 ,18 ,15 ,12 ,19 ,18 ,11 ,12 
1103071,용산구,청파동,02,50,838 ,105 ,8 ,12 ,10 ,11 ,18 ,6 ,10 ,12 ,15 ,16 
1103071,용산구,청파동,02,55,767 ,112 ,11 ,17 ,13 ,14 ,12 ,4 ,14 ,8 ,9 ,9 
1103071,용산구,청파동,02,60,585 ,69 ,6 ,11 ,5 ,10 ,10 ,3 ,7 ,5 ,2 ,2 
1103071,용산구,청파동,02,65,521 ,145 ,13 ,27 ,24 ,15 ,10 ,1 ,18 ,21 ,15 ,16 
1103071,용산구,청파동,02,70,415 ,113 ,15 ,32 ,1 ,17 ,8 ,0 ,18 ,16 ,9 ,9 
1103071,용산구,청파동,02,75,670 ,155 ,21 ,41 ,8 ,18 ,36 ,1 ,22 ,24 ,11 ,12 
1103072,용산구,원효로1동,01,20,343 ,93 ,13 ,13 ,4 ,15 ,21 ,5 ,13 ,6 ,8 ,9 
1103072,용산구,원효로1동,01,25,562 ,175 ,20 ,20 ,22 ,17 ,2 ,21 ,18 ,18 ,31 ,33 
1103072,용산구,원효로1동,01,30,844 ,243 ,31 ,22 ,31 ,21 ,27 ,47 ,24 ,22 ,34 ,36 
1103072,용산구,원효로1동,01,35,740 ,207 ,29 ,22 ,23 ,16 ,25 ,33 ,23 ,13 ,17 ,19 
1103072,용산구,원효로1동,01,40,708 ,143 ,20 ,12 ,14 ,13 ,21 ,17 ,13 ,14 ,19 ,21 
1103072,용산구,원효로1동,01,45,523 ,118 ,15 ,12 ,12 ,12 ,18 ,11 ,15 ,10 ,5 ,5 
1103072,용산구,원효로1동,01,50,476 ,48 ,8 ,6 ,4 ,7 ,36 ,5 ,8 ,4 ,8 ,9 
1103072,용산구,원효로1동,01,55,476 ,45 ,6 ,5 ,4 ,5 ,18 ,5 ,5 ,5 ,5 ,5 
1103072,용산구,원효로1동,01,60,323 ,35 ,3 ,2 ,4 ,2 ,3 ,2 ,2 ,3 ,2 ,2 
1103072,용산구,원효로1동,01,65,295 ,44 ,3 ,2 ,9 ,3 ,6 ,1 ,3 ,1 ,7 ,7 
1103072,용산구,원효로1동,01,70,172 ,25 ,6 ,4 ,0 ,4 ,7 ,0 ,4 ,1 ,1 ,1 
1103072,용산구,원효로1동,01,75,202 ,43 ,3 ,5 ,6 ,4 ,4 ,0 ,5 ,1 ,4 ,4 
1103072,용산구,원효로1동,02,20,526 ,190 ,12 ,15 ,19 ,13 ,4 ,10 ,11 ,12 ,11 ,12 
1103072,용산구,원효로1동,02,25,720 ,270 ,15 ,12 ,34 ,12 ,4 ,26 ,10 ,18 ,24 ,25 
1103072,용산구,원효로1동,02,30,857 ,285 ,15 ,22 ,21 ,16 ,10 ,34 ,15 ,18 ,19 ,20 
1103072,용산구,원효로1동,02,35,779 ,208 ,14 ,17 ,9 ,11 ,6 ,25 ,13 ,11 ,13 ,14 
1103072,용산구,원효로1동,02,40,543 ,145 ,10 ,11 ,11 ,10 ,7 ,9 ,11 ,11 ,15 ,16 
1103072,용산구,원효로1동,02,45,526 ,97 ,7 ,16 ,5 ,10 ,12 ,7 ,11 ,8 ,5 ,6 
1103072,용산구,원효로1동,02,50,528 ,51 ,4 ,6 ,2 ,5 ,12 ,4 ,6 ,3 ,7 ,8 
1103072,용산구,원효로1동,02,55,500 ,51 ,3 ,5 ,2 ,5 ,8 ,3 ,4 ,4 ,3 ,4 
1103072,용산구,원효로1동,02,60,397 ,58 ,3 ,6 ,5 ,6 ,7 ,2 ,4 ,4 ,2 ,2 
1103072,용산구,원효로1동,02,65,271 ,61 ,4 ,9 ,8 ,4 ,2 ,1 ,4 ,4 ,8 ,8 
1103072,용산구,원효로1동,02,70,234 ,52 ,5 ,9 ,0 ,9 ,0 ,0 ,6 ,6 ,4 ,5 
1103072,용산구,원효로1동,02,75,313 ,96 ,9 ,13 ,9 ,14 ,8 ,0 ,13 ,11 ,12 ,13 
1103073,용산구,한강로동,01,20,744 ,677 ,58 ,127 ,106 ,141 ,15 ,9 ,237 ,27 ,60 ,64 
1103073,용산구,한강로동,01,25,590 ,366 ,38 ,32 ,33 ,31 ,17 ,21 ,34 ,43 ,49 ,52 
1103073,용산구,한강로동,01,30,836 ,805 ,89 ,60 ,103 ,50 ,23 ,46 ,61 ,82 ,86 ,91 
1103073,용산구,한강로동,01,35,818 ,722 ,112 ,68 ,70 ,60 ,26 ,38 ,76 ,45 ,60 ,64 
1103073,용산구,한강로동,01,40,677 ,420 ,58 ,38 ,58 ,37 ,28 ,15 ,47 ,45 ,54 ,57 
1103073,용산구,한강로동,01,45,618 ,395 ,64 ,34 ,54 ,27 ,19 ,14 ,37 ,31 ,34 ,36 
1103073,용산구,한강로동,01,50,671 ,133 ,22 ,14 ,15 ,13 ,44 ,8 ,17 ,13 ,24 ,25 
1103073,용산구,한강로동,01,55,680 ,111 ,9 ,8 ,12 ,8 ,18 ,7 ,8 ,9 ,10 ,11 
1103073,용산구,한강로동,01,60,513 ,89 ,9 ,6 ,9 ,6 ,14 ,5 ,6 ,4 ,5 ,5 
1103073,용산구,한강로동,01,65,392 ,68 ,6 ,2 ,16 ,2 ,7 ,2 ,3 ,3 ,8 ,8 
1103073,용산구,한강로동,01,70,286 ,44 ,4 ,3 ,1 ,3 ,10 ,1 ,2 ,3 ,3 ,3 
1103073,용산구,한강로동,01,75,354 ,102 ,11 ,10 ,23 ,5 ,6 ,1 ,8 ,4 ,11 ,11 
1103073,용산구,한강로동,02,20,432 ,275 ,27 ,13 ,28 ,10 ,2 ,9 ,13 ,17 ,10 ,10 
1103073,용산구,한강로동,02,25,652 ,408 ,28 ,21 ,39 ,21 ,6 ,26 ,24 ,47 ,40 ,42 
1103073,용산구,한강로동,02,30,872 ,872 ,49 ,56 ,82 ,55 ,9 ,38 ,53 ,80 ,52 ,56 
1103073,용산구,한강로동,02,35,754 ,682 ,59 ,56 ,47 ,47 ,8 ,24 ,54 ,45 ,38 ,40 
1103073,용산구,한강로동,02,40,612 ,367 ,30 ,29 ,29 ,24 ,12 ,10 ,28 ,27 ,31 ,33 
1103073,용산구,한강로동,02,45,511 ,268 ,22 ,29 ,18 ,21 ,9 ,8 ,24 ,28 ,20 ,21 
1103073,용산구,한강로동,02,50,646 ,131 ,11 ,13 ,9 ,7 ,11 ,5 ,12 ,11 ,16 ,17 
1103073,용산구,한강로동,02,55,677 ,125 ,9 ,11 ,10 ,9 ,9 ,4 ,9 ,5 ,10 ,11 
1103073,용산구,한강로동,02,60,528 ,95 ,9 ,12 ,8 ,10 ,13 ,3 ,9 ,6 ,5 ,6 
1103073,용산구,한강로동,02,65,421 ,98 ,7 ,8 ,15 ,9 ,16 ,1 ,8 ,9 ,11 ,11 
1103073,용산구,한강로동,02,70,318 ,66 ,6 ,7 ,1 ,9 ,5 ,0 ,5 ,7 ,5 ,5 
1103073,용산구,한강로동,02,75,541 ,162 ,12 ,22 ,16 ,15 ,17 ,1 ,18 ,11 ,14 ,15 
1103074,용산구,한남동,01,20,529 ,325 ,36 ,30 ,49 ,22 ,8 ,10 ,34 ,35 ,22 ,23 
1103074,용산구,한남동,01,25,891 ,308 ,32 ,28 ,32 ,33 ,30 ,25 ,35 ,49 ,30 ,32 
1103074,용산구,한남동,01,30,"1,153 ",412 ,42 ,33 ,48 ,35 ,21 ,64 ,38 ,63 ,30 ,32 
1103074,용산구,한남동,01,35,"1,003 ",441 ,69 ,47 ,45 ,42 ,40 ,42 ,52 ,49 ,25 ,27 
1103074,용산구,한남동,01,40,917 ,306 ,49 ,30 ,29 ,26 ,25 ,20 ,33 ,43 ,35 ,37 
1103074,용산구,한남동,01,45,799 ,246 ,42 ,27 ,25 ,20 ,18 ,17 ,31 ,24 ,13 ,14 
1103074,용산구,한남동,01,50,758 ,164 ,35 ,18 ,14 ,14 ,37 ,7 ,23 ,18 ,26 ,28 
1103074,용산구,한남동,01,55,756 ,118 ,14 ,10 ,12 ,9 ,27 ,9 ,10 ,16 ,12 ,12 
1103074,용산구,한남동,01,60,552 ,114 ,14 ,12 ,12 ,9 ,16 ,4 ,12 ,14 ,5 ,5 
1103074,용산구,한남동,01,65,457 ,132 ,15 ,10 ,26 ,8 ,14 ,2 ,11 ,8 ,16 ,17 
1103074,용산구,한남동,01,70,353 ,84 ,11 ,8 ,2 ,7 ,13 ,1 ,8 ,5 ,7 ,7 
1103074,용산구,한남동,01,75,468 ,143 ,11 ,11 ,29 ,10 ,10 ,2 ,10 ,6 ,13 ,14 
1103074,용산구,한남동,02,20,545 ,170 ,17 ,13 ,16 ,13 ,6 ,12 ,11 ,16 ,6 ,6 
1103074,용산구,한남동,02,25,865 ,354 ,25 ,19 ,27 ,24 ,7 ,29 ,15 ,50 ,32 ,34 
1103074,용산구,한남동,02,30,"1,199 ",440 ,22 ,26 ,31 ,17 ,5 ,51 ,19 ,45 ,25 ,27 
1103074,용산구,한남동,02,35,951 ,351 ,36 ,34 ,20 ,28 ,18 ,32 ,31 ,31 ,17 ,18 
1103074,용산구,한남동,02,40,805 ,268 ,32 ,35 ,16 ,31 ,29 ,13 ,33 ,33 ,16 ,17 
1103074,용산구,한남동,02,45,839 ,261 ,25 ,29 ,15 ,23 ,15 ,11 ,23 ,41 ,12 ,13 
1103074,용산구,한남동,02,50,880 ,229 ,20 ,16 ,15 ,15 ,12 ,7 ,17 ,24 ,31 ,33 
1103074,용산구,한남동,02,55,869 ,197 ,20 ,23 ,16 ,21 ,17 ,5 ,21 ,20 ,20 ,22 
1103074,용산구,한남동,02,60,691 ,155 ,11 ,16 ,15 ,13 ,9 ,4 ,15 ,17 ,8 ,9 
1103074,용산구,한남동,02,65,566 ,170 ,11 ,17 ,18 ,15 ,10 ,2 ,14 ,14 ,21 ,22 
1103074,용산구,한남동,02,70,445 ,121 ,15 ,16 ,1 ,15 ,16 ,1 ,13 ,16 ,7 ,7 
1103074,용산구,한남동,02,75,739 ,246 ,24 ,27 ,34 ,25 ,7 ,1 ,20 ,22 ,21 ,22 
1104052,성동구,왕십리2동,01,20,555 ,93 ,10 ,11 ,15 ,5 ,5 ,10 ,8 ,6 ,7 ,8 
1104052,성동구,왕십리2동,01,25,576 ,123 ,19 ,13 ,25 ,13 ,20 ,24 ,16 ,8 ,16 ,17 
1104052,성동구,왕십리2동,01,30,659 ,86 ,7 ,7 ,17 ,4 ,13 ,42 ,5 ,10 ,11 ,11 
1104052,성동구,왕십리2동,01,35,630 ,97 ,13 ,11 ,17 ,11 ,20 ,29 ,13 ,7 ,8 ,9 
1104052,성동구,왕십리2동,01,40,699 ,73 ,10 ,5 ,11 ,5 ,11 ,20 ,6 ,5 ,10 ,10 
1104052,성동구,왕십리2동,01,45,654 ,80 ,9 ,5 ,12 ,8 ,15 ,17 ,8 ,9 ,3 ,4 
1104052,성동구,왕십리2동,01,50,655 ,48 ,5 ,3 ,7 ,4 ,14 ,7 ,4 ,5 ,8 ,8 
1104052,성동구,왕십리2동,01,55,608 ,44 ,5 ,4 ,7 ,5 ,12 ,5 ,5 ,5 ,4 ,4 
1104052,성동구,왕십리2동,01,60,450 ,33 ,5 ,3 ,5 ,3 ,9 ,3 ,3 ,4 ,0 ,1 
1104052,성동구,왕십리2동,01,65,309 ,35 ,3 ,2 ,7 ,1 ,0 ,1 ,3 ,0 ,4 ,4 
1104052,성동구,왕십리2동,01,70,204 ,22 ,3 ,2 ,1 ,2 ,2 ,0 ,2 ,1 ,1 ,1 
1104052,성동구,왕십리2동,01,75,275 ,75 ,8 ,4 ,12 ,1 ,4 ,0 ,3 ,4 ,7 ,8 
1104052,성동구,왕십리2동,02,20,607 ,102 ,10 ,7 ,20 ,5 ,3 ,12 ,4 ,6 ,5 ,5 
1104052,성동구,왕십리2동,02,25,687 ,126 ,5 ,6 ,27 ,4 ,7 ,27 ,5 ,14 ,14 ,15 
1104052,성동구,왕십리2동,02,30,678 ,122 ,8 ,13 ,23 ,11 ,15 ,30 ,11 ,8 ,13 ,14 
1104052,성동구,왕십리2동,02,35,625 ,96 ,7 ,5 ,11 ,7 ,2 ,20 ,6 ,7 ,5 ,5 
1104052,성동구,왕십리2동,02,40,718 ,76 ,6 ,6 ,12 ,6 ,6 ,12 ,5 ,7 ,7 ,7 
1104052,성동구,왕십리2동,02,45,676 ,69 ,4 ,6 ,10 ,8 ,3 ,11 ,9 ,5 ,3 ,3 
1104052,성동구,왕십리2동,02,50,678 ,57 ,4 ,4 ,7 ,5 ,3 ,5 ,5 ,3 ,8 ,8 
1104052,성동구,왕십리2동,02,55,635 ,52 ,4 ,5 ,9 ,6 ,9 ,4 ,7 ,3 ,4 ,4 
1104052,성동구,왕십리2동,02,60,463 ,41 ,3 ,4 ,7 ,5 ,5 ,3 ,3 ,3 ,2 ,3 
1104052,성동구,왕십리2동,02,65,407 ,57 ,3 ,3 ,6 ,4 ,0 ,1 ,5 ,5 ,6 ,6 
1104052,성동구,왕십리2동,02,70,302 ,53 ,6 ,7 ,2 ,8 ,5 ,0 ,7 ,11 ,4 ,4 
1104052,성동구,왕십리2동,02,75,415 ,123 ,9 ,13 ,11 ,6 ,10 ,0 ,6 ,13 ,14 ,15 
1104054,성동구,마장동,01,20,"1,032 ",284 ,30 ,33 ,21 ,26 ,23 ,19 ,33 ,15 ,29 ,31 
1104054,성동구,마장동,01,25,"1,145 ",394 ,41 ,44 ,43 ,36 ,24 ,38 ,41 ,55 ,62 ,66 
1104054,성동구,마장동,01,30,"1,012 ",216 ,20 ,13 ,18 ,18 ,13 ,58 ,21 ,18 ,28 ,30 
1104054,성동구,마장동,01,35,857 ,172 ,22 ,16 ,16 ,15 ,21 ,43 ,17 ,15 ,16 ,17 
1104054,성동구,마장동,01,40,949 ,107 ,14 ,9 ,12 ,12 ,25 ,22 ,11 ,10 ,13 ,14 
1104054,성동구,마장동,01,45,946 ,97 ,11 ,9 ,11 ,12 ,24 ,18 ,12 ,11 ,4 ,5 
1104054,성동구,마장동,01,50,976 ,90 ,13 ,11 ,10 ,12 ,40 ,10 ,13 ,10 ,13 ,14 
1104054,성동구,마장동,01,55,914 ,71 ,8 ,6 ,9 ,9 ,21 ,9 ,9 ,7 ,6 ,6 
1104054,성동구,마장동,01,60,708 ,68 ,9 ,6 ,8 ,9 ,18 ,5 ,9 ,7 ,2 ,2 
1104054,성동구,마장동,01,65,569 ,86 ,11 ,5 ,20 ,7 ,8 ,2 ,6 ,4 ,7 ,7 
1104054,성동구,마장동,01,70,352 ,64 ,9 ,6 ,2 ,7 ,9 ,1 ,9 ,3 ,3 ,4 
1104054,성동구,마장동,01,75,494 ,132 ,13 ,8 ,20 ,11 ,8 ,1 ,11 ,8 ,14 ,14 
1104054,성동구,마장동,02,20,"1,080 ",299 ,24 ,23 ,25 ,12 ,3 ,24 ,17 ,17 ,16 ,17 
1104054,성동구,마장동,02,25,"1,166 ",379 ,24 ,20 ,27 ,25 ,11 ,40 ,21 ,45 ,50 ,53 
1104054,성동구,마장동,02,30,980 ,205 ,12 ,12 ,19 ,16 ,8 ,46 ,17 ,16 ,20 ,21 
1104054,성동구,마장동,02,35,770 ,152 ,12 ,13 ,8 ,16 ,7 ,28 ,14 ,11 ,12 ,13 
1104054,성동구,마장동,02,40,888 ,92 ,5 ,7 ,6 ,11 ,10 ,15 ,8 ,9 ,15 ,16 
1104054,성동구,마장동,02,45,"1,005 ",96 ,6 ,10 ,8 ,10 ,13 ,14 ,11 ,8 ,9 ,9 
1104054,성동구,마장동,02,50,"1,010 ",84 ,6 ,9 ,5 ,11 ,24 ,7 ,9 ,7 ,9 ,10 
1104054,성동구,마장동,02,55,975 ,93 ,8 ,8 ,11 ,14 ,14 ,6 ,10 ,6 ,5 ,6 
1104054,성동구,마장동,02,60,788 ,71 ,6 ,9 ,7 ,13 ,24 ,4 ,10 ,5 ,3 ,3 
1104054,성동구,마장동,02,65,562 ,116 ,10 ,9 ,17 ,14 ,21 ,1 ,11 ,13 ,13 ,14 
1104054,성동구,마장동,02,70,404 ,87 ,10 ,13 ,1 ,13 ,12 ,1 ,12 ,15 ,8 ,8 
1104054,성동구,마장동,02,75,753 ,245 ,27 ,30 ,19 ,34 ,14 ,1 ,25 ,37 ,22 ,23 
1104055,성동구,사근동,01,20,"2,021 ","1,182 ",94 ,139 ,163 ,170 ,32 ,32 ,136 ,40 ,117 ,124 
1104055,성동구,사근동,01,25,"1,938 ",921 ,84 ,132 ,122 ,170 ,42 ,51 ,131 ,80 ,141 ,150 
1104055,성동구,사근동,01,30,786 ,254 ,39 ,51 ,40 ,47 ,22 ,34 ,47 ,24 ,31 ,33 
1104055,성동구,사근동,01,35,434 ,225 ,37 ,41 ,18 ,26 ,12 ,14 ,31 ,17 ,23 ,24 
1104055,성동구,사근동,01,40,403 ,64 ,7 ,8 ,12 ,5 ,9 ,8 ,5 ,6 ,12 ,13 
1104055,성동구,사근동,01,45,351 ,59 ,9 ,7 ,11 ,6 ,13 ,7 ,7 ,4 ,5 ,5 
1104055,성동구,사근동,01,50,408 ,50 ,7 ,5 ,6 ,5 ,15 ,4 ,7 ,6 ,8 ,9 
1104055,성동구,사근동,01,55,312 ,40 ,5 ,4 ,8 ,3 ,8 ,3 ,4 ,4 ,4 ,4 
