행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체),,,,,,,,,,,
1101054,종로구,삼청동,01,30,100 ,52 ,4 ,8 ,8 ,4 ,4 ,7 ,4 ,6 ,10 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,35,99 ,48 ,3 ,3 ,12 ,8 ,6 ,10 ,3 ,6 ,3 ,6 ,,,,,,,,,,,
1101054,종로구,삼청동,01,40,102 ,34 ,6 ,4 ,2 ,2 ,2 ,2 ,3 ,5 ,1 ,5 ,,,,,,,,,,,
1101054,종로구,삼청동,01,45,110 ,34 ,4 ,3 ,7 ,3 ,0 ,2 ,4 ,1 ,3 ,5 ,,,,,,,,,,,
1101054,종로구,삼청동,01,50,110 ,33 ,10 ,8 ,2 ,8 ,13 ,1 ,9 ,5 ,5 ,8 ,,,,,,,,,,,
1101054,종로구,삼청동,01,55,113 ,29 ,3 ,1 ,1 ,2 ,0 ,1 ,2 ,4 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,01,60,84 ,23 ,1 ,1 ,3 ,1 ,0 ,1 ,1 ,3 ,0 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,01,65,77 ,18 ,1 ,1 ,2 ,2 ,2 ,0 ,2 ,0 ,2 ,2 ,,,,,,,,,,,
1101054,종로구,삼청동,01,70,75 ,19 ,3 ,3 ,0 ,4 ,8 ,0 ,3 ,1 ,0 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,01,75,72 ,24 ,4 ,5 ,2 ,3 ,6 ,0 ,3 ,0 ,0 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,20,60 ,33 ,2 ,2 ,7 ,2 ,0 ,2 ,7 ,2 ,0 ,4 ,,,,,,,,,,,
1101054,종로구,삼청동,02,25,92 ,44 ,2 ,2 ,2 ,2 ,0 ,3 ,6 ,8 ,10 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,30,93 ,44 ,7 ,8 ,3 ,5 ,3 ,4 ,10 ,5 ,1 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,35,112 ,50 ,2 ,9 ,4 ,2 ,0 ,3 ,6 ,4 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,40,97 ,29 ,2 ,4 ,3 ,4 ,3 ,1 ,3 ,1 ,3 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,45,116 ,34 ,1 ,2 ,0 ,4 ,0 ,1 ,4 ,5 ,1 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,50,132 ,33 ,3 ,2 ,4 ,2 ,8 ,1 ,2 ,2 ,5 ,8 ,,,,,,,,,,,
1101054,종로구,삼청동,02,55,142 ,37 ,3 ,5 ,1 ,3 ,0 ,1 ,5 ,3 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,60,113 ,32 ,1 ,6 ,1 ,7 ,7 ,0 ,5 ,3 ,1 ,7 ,,,,,,,,,,,
1101054,종로구,삼청동,02,65,86 ,23 ,1 ,3 ,3 ,1 ,0 ,0 ,1 ,3 ,4 ,0 ,,,,,,,,,,,
1101054,종로구,삼청동,02,70,74 ,20 ,1 ,3 ,0 ,4 ,3 ,0 ,2 ,2 ,1 ,3 ,,,,,,,,,,,
1101054,종로구,삼청동,02,75,148 ,57 ,7 ,8 ,4 ,10 ,0 ,0 ,6 ,2 ,4 ,3 ,,,,,,,,,,,
1101055,종로구,부암동,01,20,599 ,100 ,12 ,8 ,14 ,12 ,14 ,13 ,17 ,6 ,7 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,01,25,393 ,74 ,12 ,7 ,3 ,7 ,12 ,12 ,9 ,10 ,8 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,30,348 ,93 ,9 ,9 ,10 ,9 ,15 ,20 ,8 ,8 ,6 ,12 ,,,,,,,,,,,
1101055,종로구,부암동,01,35,316 ,77 ,15 ,9 ,10 ,8 ,18 ,14 ,11 ,6 ,4 ,13 ,,,,,,,,,,,
1101055,종로구,부암동,01,40,434 ,57 ,9 ,5 ,6 ,6 ,10 ,11 ,5 ,3 ,6 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,45,422 ,51 ,8 ,4 ,3 ,4 ,10 ,8 ,5 ,3 ,3 ,8 ,,,,,,,,,,,
1101055,종로구,부암동,01,50,431 ,40 ,5 ,2 ,2 ,2 ,9 ,5 ,3 ,4 ,5 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,55,394 ,37 ,3 ,1 ,2 ,2 ,7 ,4 ,2 ,2 ,3 ,7 ,,,,,,,,,,,
1101055,종로구,부암동,01,60,293 ,33 ,4 ,2 ,3 ,2 ,9 ,3 ,3 ,4 ,2 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,01,65,215 ,46 ,3 ,5 ,4 ,3 ,8 ,1 ,3 ,1 ,6 ,6 ,,,,,,,,,,,
1101055,종로구,부암동,01,70,177 ,40 ,8 ,4 ,0 ,4 ,13 ,0 ,4 ,0 ,3 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,01,75,278 ,70 ,4 ,4 ,7 ,2 ,4 ,1 ,4 ,1 ,6 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,20,548 ,112 ,10 ,6 ,8 ,4 ,4 ,13 ,3 ,8 ,4 ,4 ,,,,,,,,,,,
1101055,종로구,부암동,02,25,448 ,83 ,8 ,6 ,4 ,6 ,6 ,14 ,9 ,9 ,5 ,11 ,,,,,,,,,,,
1101055,종로구,부암동,02,30,363 ,93 ,6 ,4 ,4 ,5 ,0 ,18 ,3 ,8 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,35,336 ,79 ,7 ,6 ,4 ,4 ,5 ,10 ,6 ,6 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,40,465 ,55 ,4 ,4 ,4 ,3 ,0 ,7 ,4 ,6 ,3 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,45,543 ,65 ,5 ,6 ,3 ,5 ,9 ,6 ,5 ,7 ,2 ,9 ,,,,,,,,,,,
1101055,종로구,부암동,02,50,482 ,48 ,3 ,5 ,2 ,3 ,2 ,3 ,3 ,3 ,6 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,55,441 ,46 ,4 ,4 ,2 ,3 ,5 ,3 ,3 ,3 ,4 ,2 ,,,,,,,,,,,
1101055,종로구,부암동,02,60,318 ,34 ,2 ,4 ,2 ,3 ,8 ,2 ,3 ,3 ,1 ,10 ,,,,,,,,,,,
1101055,종로구,부암동,02,65,266 ,69 ,3 ,4 ,4 ,4 ,4 ,1 ,2 ,5 ,6 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,70,212 ,52 ,6 ,4 ,0 ,4 ,2 ,0 ,5 ,1 ,2 ,0 ,,,,,,,,,,,
1101055,종로구,부암동,02,75,394 ,119 ,8 ,7 ,3 ,17 ,9 ,1 ,14 ,5 ,13 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,20,663 ,69 ,7 ,3 ,6 ,4 ,4 ,14 ,7 ,5 ,5 ,11 ,,,,,,,,,,,
1101056,종로구,평창동,01,25,616 ,64 ,6 ,4 ,3 ,3 ,8 ,20 ,6 ,10 ,6 ,12 ,,,,,,,,,,,
1101056,종로구,평창동,01,30,569 ,74 ,9 ,3 ,6 ,4 ,6 ,42 ,5 ,10 ,4 ,6 ,,,,,,,,,,,
1101056,종로구,평창동,01,35,488 ,54 ,8 ,4 ,5 ,3 ,9 ,30 ,5 ,5 ,4 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,01,40,674 ,51 ,7 ,3 ,3 ,3 ,10 ,18 ,5 ,5 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,45,734 ,56 ,9 ,2 ,4 ,4 ,26 ,18 ,5 ,5 ,4 ,23 ,,,,,,,,,,,
1101056,종로구,평창동,01,50,843 ,59 ,6 ,2 ,3 ,2 ,23 ,12 ,4 ,5 ,9 ,17 ,,,,,,,,,,,
1101056,종로구,평창동,01,55,767 ,54 ,5 ,3 ,3 ,3 ,18 ,9 ,4 ,4 ,4 ,16 ,,,,,,,,,,,
1101056,종로구,평창동,01,60,537 ,41 ,3 ,2 ,2 ,2 ,3 ,5 ,2 ,4 ,2 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,01,65,396 ,33 ,2 ,0 ,4 ,1 ,1 ,3 ,1 ,1 ,4 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,01,70,307 ,28 ,2 ,1 ,0 ,1 ,2 ,1 ,1 ,1 ,2 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,01,75,503 ,125 ,7 ,3 ,23 ,5 ,4 ,3 ,5 ,4 ,16 ,0 ,,,,,,,,,,,
1101056,종로구,평창동,02,20,606 ,67 ,5 ,3 ,3 ,3 ,6 ,14 ,4 ,3 ,3 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,25,557 ,62 ,5 ,3 ,2 ,3 ,10 ,20 ,3 ,11 ,3 ,10 ,,,,,,,,,,,
1101056,종로구,평창동,02,30,603 ,70 ,9 ,4 ,6 ,4 ,4 ,32 ,6 ,6 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,35,587 ,61 ,4 ,3 ,2 ,3 ,0 ,22 ,3 ,5 ,2 ,5 ,,,,,,,,,,,
1101056,종로구,평창동,02,40,805 ,61 ,6 ,3 ,3 ,2 ,8 ,16 ,3 ,6 ,5 ,8 ,,,,,,,,,,,
1101056,종로구,평창동,02,45,957 ,69 ,5 ,4 ,2 ,4 ,9 ,14 ,6 ,8 ,2 ,9 ,,,,,,,,,,,
1101056,종로구,평창동,02,50,932 ,68 ,3 ,4 ,1 ,4 ,9 ,8 ,5 ,6 ,7 ,13 ,,,,,,,,,,,
1101056,종로구,평창동,02,55,837 ,63 ,4 ,3 ,1 ,4 ,9 ,6 ,3 ,5 ,5 ,4 ,,,,,,,,,,,
1101056,종로구,평창동,02,60,593 ,49 ,3 ,4 ,1 ,4 ,7 ,3 ,4 ,4 ,3 ,7 ,,,,,,,,,,,
1101056,종로구,평창동,02,65,458 ,48 ,3 ,1 ,3 ,3 ,6 ,2 ,1 ,3 ,6 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,70,468 ,51 ,4 ,3 ,0 ,4 ,3 ,1 ,5 ,6 ,2 ,3 ,,,,,,,,,,,
1101056,종로구,평창동,02,75,869 ,250 ,18 ,9 ,14 ,18 ,15 ,3 ,15 ,12 ,22 ,10 ,,,,,,,,,,,
1101057,종로구,무악동,01,20,226 ,24 ,4 ,3 ,1 ,2 ,7 ,4 ,3 ,1 ,2 ,4 ,,,,,,,,,,,
1101057,종로구,무악동,01,25,193 ,21 ,2 ,3 ,2 ,2 ,8 ,5 ,2 ,2 ,1 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,30,232 ,38 ,6 ,3 ,6 ,2 ,12 ,17 ,4 ,2 ,3 ,8 ,,,,,,,,,,,
1101057,종로구,무악동,01,35,248 ,34 ,3 ,2 ,3 ,1 ,2 ,16 ,4 ,1 ,1 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,40,398 ,29 ,4 ,2 ,4 ,2 ,11 ,10 ,3 ,1 ,4 ,4 ,,,,,,,,,,,
1101057,종로구,무악동,01,45,402 ,27 ,4 ,2 ,2 ,1 ,3 ,10 ,1 ,2 ,3 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,50,343 ,31 ,3 ,1 ,4 ,1 ,4 ,5 ,1 ,2 ,6 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,55,297 ,31 ,2 ,1 ,2 ,1 ,5 ,3 ,1 ,2 ,2 ,3 ,,,,,,,,,,,
1101057,종로구,무악동,01,60,201 ,21 ,1 ,1 ,1 ,1 ,2 ,2 ,1 ,1 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,65,154 ,27 ,2 ,1 ,5 ,1 ,2 ,1 ,1 ,1 ,2 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,01,70,132 ,23 ,3 ,1 ,1 ,1 ,6 ,1 ,2 ,1 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,01,75,177 ,50 ,5 ,2 ,9 ,1 ,0 ,0 ,2 ,5 ,5 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,20,234 ,24 ,2 ,2 ,1 ,1 ,0 ,4 ,1 ,1 ,0 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,25,233 ,28 ,4 ,3 ,3 ,2 ,9 ,7 ,4 ,3 ,1 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,30,223 ,32 ,2 ,2 ,2 ,2 ,0 ,12 ,2 ,2 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,35,307 ,39 ,3 ,2 ,3 ,2 ,0 ,11 ,2 ,2 ,4 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,40,434 ,30 ,2 ,1 ,2 ,2 ,6 ,8 ,3 ,3 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,45,346 ,22 ,1 ,2 ,2 ,1 ,9 ,6 ,2 ,2 ,1 ,6 ,,,,,,,,,,,
1101057,종로구,무악동,02,50,369 ,38 ,2 ,3 ,3 ,1 ,0 ,3 ,1 ,2 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,55,325 ,33 ,2 ,2 ,4 ,1 ,0 ,3 ,2 ,1 ,3 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,60,227 ,26 ,1 ,2 ,3 ,1 ,2 ,1 ,2 ,4 ,1 ,2 ,,,,,,,,,,,
1101057,종로구,무악동,02,65,208 ,47 ,3 ,3 ,3 ,2 ,0 ,1 ,2 ,7 ,6 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,70,154 ,36 ,3 ,3 ,1 ,3 ,0 ,0 ,3 ,6 ,2 ,0 ,,,,,,,,,,,
1101057,종로구,무악동,02,75,295 ,97 ,9 ,5 ,8 ,3 ,2 ,0 ,5 ,15 ,6 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,20,154 ,19 ,2 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,25,158 ,23 ,5 ,4 ,2 ,4 ,3 ,5 ,5 ,2 ,1 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,30,173 ,30 ,6 ,2 ,2 ,2 ,2 ,9 ,4 ,3 ,1 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,35,173 ,27 ,3 ,2 ,2 ,2 ,3 ,9 ,2 ,3 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,40,239 ,31 ,6 ,2 ,3 ,2 ,5 ,6 ,3 ,2 ,4 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,01,45,217 ,28 ,4 ,2 ,2 ,2 ,3 ,5 ,3 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,50,237 ,31 ,4 ,2 ,2 ,1 ,4 ,3 ,3 ,3 ,5 ,6 ,,,,,,,,,,,
1101058,종로구,교남동,01,55,194 ,26 ,3 ,1 ,3 ,1 ,2 ,2 ,1 ,3 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,01,60,162 ,23 ,3 ,2 ,3 ,1 ,4 ,2 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,01,65,152 ,32 ,2 ,1 ,4 ,1 ,1 ,1 ,1 ,2 ,3 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,01,70,77 ,15 ,2 ,2 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,01,75,138 ,46 ,5 ,1 ,6 ,2 ,5 ,0 ,4 ,2 ,5 ,0 ,,,,,,,,,,,
1101058,종로구,교남동,02,20,143 ,20 ,1 ,2 ,1 ,2 ,1 ,3 ,1 ,0 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,25,159 ,25 ,2 ,2 ,2 ,1 ,4 ,6 ,3 ,2 ,1 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,30,176 ,28 ,3 ,4 ,1 ,3 ,5 ,7 ,4 ,1 ,2 ,7 ,,,,,,,,,,,
1101058,종로구,교남동,02,35,210 ,30 ,1 ,2 ,1 ,1 ,0 ,8 ,2 ,2 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,40,236 ,30 ,1 ,2 ,2 ,2 ,1 ,4 ,2 ,2 ,2 ,1 ,,,,,,,,,,,
1101058,종로구,교남동,02,45,222 ,28 ,1 ,3 ,1 ,3 ,2 ,3 ,3 ,2 ,1 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,50,257 ,35 ,3 ,4 ,3 ,4 ,6 ,2 ,4 ,2 ,4 ,5 ,,,,,,,,,,,
1101058,종로구,교남동,02,55,190 ,27 ,2 ,3 ,2 ,2 ,1 ,1 ,2 ,2 ,2 ,3 ,,,,,,,,,,,
1101058,종로구,교남동,02,60,199 ,28 ,3 ,3 ,2 ,2 ,2 ,1 ,3 ,2 ,2 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,65,175 ,41 ,2 ,3 ,4 ,3 ,2 ,0 ,3 ,3 ,4 ,4 ,,,,,,,,,,,
1101058,종로구,교남동,02,70,108 ,26 ,3 ,3 ,0 ,3 ,2 ,0 ,3 ,3 ,2 ,2 ,,,,,,,,,,,
1101058,종로구,교남동,02,75,183 ,72 ,4 ,3 ,4 ,6 ,3 ,0 ,5 ,5 ,6 ,1 ,,,,,,,,,,,
1101060,종로구,가회동,01,20,125 ,43 ,2 ,12 ,13 ,12 ,3 ,2 ,14 ,1 ,3 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,25,138 ,46 ,6 ,2 ,2 ,3 ,4 ,4 ,5 ,3 ,1 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,30,192 ,81 ,12 ,6 ,8 ,4 ,0 ,10 ,4 ,8 ,16 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,01,35,179 ,67 ,10 ,5 ,5 ,4 ,3 ,8 ,6 ,2 ,5 ,3 ,,,,,,,,,,,
1101060,종로구,가회동,01,40,204 ,51 ,10 ,5 ,7 ,5 ,8 ,5 ,7 ,3 ,5 ,6 ,,,,,,,,,,,
1101060,종로구,가회동,01,45,217 ,51 ,9 ,9 ,3 ,7 ,9 ,4 ,8 ,3 ,6 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,01,50,171 ,32 ,7 ,3 ,2 ,4 ,8 ,1 ,6 ,3 ,5 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,55,159 ,31 ,6 ,4 ,3 ,4 ,7 ,1 ,4 ,2 ,3 ,10 ,,,,,,,,,,,
1101060,종로구,가회동,01,60,138 ,27 ,3 ,4 ,2 ,2 ,2 ,1 ,3 ,4 ,1 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,65,122 ,31 ,3 ,2 ,6 ,2 ,2 ,0 ,3 ,1 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,70,66 ,18 ,4 ,3 ,0 ,2 ,5 ,0 ,2 ,1 ,0 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,01,75,140 ,46 ,3 ,0 ,7 ,0 ,2 ,1 ,2 ,3 ,5 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,20,129 ,49 ,10 ,4 ,2 ,0 ,0 ,3 ,0 ,4 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,25,175 ,70 ,8 ,8 ,8 ,10 ,5 ,5 ,6 ,6 ,12 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,02,30,192 ,73 ,5 ,8 ,5 ,5 ,0 ,9 ,7 ,10 ,8 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,35,185 ,63 ,5 ,10 ,2 ,12 ,9 ,4 ,6 ,3 ,3 ,5 ,,,,,,,,,,,
1101060,종로구,가회동,02,40,231 ,59 ,6 ,9 ,4 ,9 ,6 ,3 ,8 ,2 ,7 ,6 ,,,,,,,,,,,
1101060,종로구,가회동,02,45,211 ,50 ,3 ,8 ,5 ,8 ,0 ,3 ,5 ,4 ,2 ,4 ,,,,,,,,,,,
1101060,종로구,가회동,02,50,192 ,37 ,6 ,6 ,3 ,2 ,9 ,1 ,4 ,3 ,3 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,02,55,182 ,37 ,5 ,4 ,1 ,5 ,4 ,1 ,3 ,5 ,3 ,9 ,,,,,,,,,,,
1101060,종로구,가회동,02,60,177 ,35 ,4 ,4 ,2 ,7 ,5 ,1 ,6 ,3 ,1 ,11 ,,,,,,,,,,,
1101060,종로구,가회동,02,65,144 ,44 ,4 ,7 ,3 ,5 ,0 ,0 ,5 ,4 ,4 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,70,114 ,33 ,4 ,4 ,0 ,6 ,3 ,0 ,4 ,2 ,2 ,0 ,,,,,,,,,,,
1101060,종로구,가회동,02,75,198 ,76 ,10 ,8 ,8 ,9 ,3 ,0 ,11 ,8 ,5 ,10 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,20,209 ,132 ,14 ,18 ,15 ,21 ,9 ,5 ,16 ,7 ,17 ,1 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,25,366 ,239 ,22 ,36 ,34 ,50 ,20 ,14 ,39 ,34 ,38 ,13 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,30,344 ,189 ,41 ,44 ,31 ,48 ,17 ,18 ,44 ,32 ,24 ,29 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,35,294 ,148 ,35 ,34 ,15 ,33 ,20 ,12 ,32 ,16 ,11 ,24 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,40,324 ,162 ,36 ,40 ,29 ,35 ,18 ,9 ,36 ,13 ,16 ,36 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,45,374 ,186 ,46 ,49 ,29 ,47 ,42 ,9 ,50 ,13 ,15 ,48 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,50,408 ,159 ,34 ,41 ,17 ,40 ,34 ,4 ,34 ,17 ,24 ,57 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,55,447 ,194 ,33 ,39 ,34 ,35 ,26 ,4 ,31 ,24 ,23 ,36 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,60,361 ,161 ,30 ,34 ,35 ,37 ,25 ,2 ,32 ,25 ,11 ,33 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,65,272 ,111 ,24 ,21 ,29 ,17 ,25 ,1 ,20 ,13 ,13 ,22 ,,,,,,,,,,,
1101061,종로구,종로1·2·3·4가동,01,70,155 ,70 ,15 ,13 ,3 ,12 ,11 ,0 ,13 ,14 ,7 ,9 ,,,,,,,,,,,
